"Sample Count","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Life Fit Hybrid Min","Life Fit Hybrid Max","Life Fit Hybrid Avg","Life Fit Hybrid Single","Quadratic Fit (Non Monotonic) Min","Quadratic Fit (Non Monotonic) Max","Quadratic Fit (Non Monotonic) Avg","Quadratic Fit (Non Monotonic) Single","Gradient Min","Gradient Max","Gradient Avg","Gradient Single","Sequence",
"375","2","9","8.080002","8","0","11","6.530000","9","0","7","4.189999","6","0","8","4.190001","7","1716",
"376","5","9","8.310004","8","0","11","6.420001","5","0","7","4.450000","4","0","9","4.190001","6","1717",
"377","5","9","8.220001","8","0","11","6.820000","9","0","7","4.329998","6","0","11","4.650001","4","1718",
"378","3","9","8.210003","9","0","11","6.329998","7","0","7","4.240001","3","0","10","4.580000","5","1719",
"379","6","9","8.320000","9","0","11","6.680000","9","0","7","4.590001","5","0","11","4.349999","4","1719",
"380","3","9","8.280000","8","0","11","7.060001","9","0","7","4.250002","7","0","11","4.210000","4","1720",
"381","4","9","8.290002","8","0","11","6.809999","9","0","7","4.379998","6","0","11","4.370001","0","1721",
"382","5","9","8.250001","6","0","11","6.640000","8","0","7","4.380000","3","0","8","4.010002","5","1722",
"383","4","9","8.250001","9","0","11","6.510000","9","0","7","4.030000","1","0","8","4.440001","7","1722",
"384","1","9","8.350002","9","0","11","6.970000","5","0","7","4.389999","3","0","9","4.440001","3","1723",
"385","5","9","8.400004","9","0","11","6.480000","10","0","7","4.610000","2","0","10","4.160000","4","1724",
"386","4","9","8.480002","8","0","11","6.960000","9","0","7","4.079999","5","0","10","4.210000","6","1725",
"387","4","9","8.320004","9","0","11","6.760000","7","0","7","3.760000","4","0","10","4.349998","4","1725",
"388","6","9","8.480003","9","0","11","6.240000","0","0","7","4.459999","4","0","9","4.419999","5","1726",
"389","3","9","8.440004","7","0","11","6.540001","9","0","7","3.759999","4","0","8","4.210000","0","1727",
"390","6","9","8.509999","8","0","11","6.510001","9","0","7","4.620000","7","0","10","4.260000","8","1728",
"391","5","9","8.470001","9","0","11","6.740000","9","0","7","4.210001","0","0","8","3.970000","8","1728",
"392","5","9","8.430000","8","0","11","6.609999","9","0","7","4.139999","0","0","9","4.179999","3","1729",
"393","6","9","8.550000","9","0","11","6.730000","8","0","7","4.250000","7","0","8","4.120000","4","1730",
"394","7","9","8.590002","8","0","11","6.239997","8","0","7","4.270001","7","0","11","4.190001","0","1731",
"395","5","9","8.510003","9","0","11","6.610001","9","0","7","4.460000","0","0","9","4.230000","4","1731",
"396","5","9","8.460002","8","0","11","6.620000","9","0","7","4.229999","5","0","9","4.370000","9","1732",
"397","2","9","8.369998","8","0","11","6.250001","0","0","7","4.040000","4","0","10","4.280001","2","1733",
"398","3","9","8.320001","8","0","11","6.550001","9","0","7","4.720000","6","0","10","4.379999","4","1733",
"399","6","9","8.529996","9","0","11","6.269999","0","0","7","4.360003","5","0","9","4.119999","4","1734",
"400","4","9","8.500000","9","0","10","6.450000","5","0","7","4.370001","6","0","8","4.239998","6","1735",
"401","6","9","8.560000","9","0","11","6.300001","9","0","7","4.310000","6","0","9","4.690000","5","1736",
"402","4","9","8.329999","9","0","11","6.650001","5","0","7","4.620000","6","0","8","3.740000","0","1736",
"403","6","9","8.500003","9","0","11","7.249999","0","0","7","4.310001","0","0","10","4.060001","5","1737",
"404","5","9","8.480006","6","0","11","7.070001","5","0","7","4.240001","4","0","10","4.190001","7","1738",
"405","4","9","8.430003","8","0","11","6.470000","4","0","7","4.629999","5","0","9","4.260000","2","1739",
"406","3","9","8.430001","8","0","11","6.089999","8","0","7","4.699999","2","0","10","4.000000","6","1739",
"407","4","9","8.520001","9","0","11","7.270000","7","0","7","4.520001","6","0","8","3.980002","5","1740",
"408","5","9","8.490002","8","0","11","6.910000","3","0","7","4.529998","2","0","11","4.079998","7","1741",
"409","6","9","8.630002","9","0","11","6.820000","3","0","7","4.449999","4","0","8","4.190001","0","1741",
"410","2","9","8.370002","9","0","11","7.090000","8","0","7","4.539999","4","0","10","4.440001","6","1742",
"411","5","9","8.439998","9","0","11","6.560000","9","0","7","4.100000","7","0","9","4.649998","6","1743",
"412","4","9","8.339998","8","0","11","6.750000","10","0","7","4.260001","0","0","11","4.489999","6","1743",
"413","3","9","8.440001","9","0","11","6.449998","9","0","7","4.529999","6","0","10","3.960001","0","1744",
"414","5","9","8.400000","8","0","11","6.880001","9","0","7","4.380000","4","0","9","4.300001","4","1745",
"415","4","9","8.350000","9","0","11","6.710000","3","0","7","4.290001","6","0","8","4.710001","1","1746",
"416","3","9","8.460000","9","0","11","6.680001","9","0","7","4.620001","6","0","10","4.410001","7","1746",
"417","4","9","8.519999","9","0","11","6.990000","3","0","7","4.330000","5","0","11","4.280000","4","1747",
"418","3","9","8.530000","9","0","11","6.729999","9","0","7","4.100000","6","0","9","4.530000","4","1748",
"419","2","9","8.450002","9","0","11","6.630000","11","0","7","4.560000","4","0","8","4.369999","4","1748",
"420","3","9","8.420000","9","0","11","6.639998","9","0","7","4.660000","4","0","9","4.490000","6","1749",
"421","3","9","8.429999","9","0","11","6.790000","4","0","7","4.199999","2","0","10","4.690002","7","1750",
"422","7","9","8.539999","9","0","11","6.009999","7","0","7","4.170000","7","0","8","4.190000","4","1750",
"423","4","9","8.429997","9","0","11","7.130000","7","0","7","3.910000","0","0","9","4.179999","8","1751",
"424","2","9","8.510002","9","0","11","6.520000","5","0","7","4.410001","5","0","9","4.449998","1","1752",
"425","3","9","8.490004","9","0","11","6.650000","7","0","7","4.000000","6","0","9","4.010000","4","1752",
"426","6","9","8.579999","8","0","11","6.810001","9","0","7","4.450001","2","0","8","4.089999","0","1753",
"427","6","9","8.389999","9","0","11","6.790002","7","0","7","4.299999","7","0","10","4.370000","6","1754",
"428","3","9","8.470001","9","0","11","7.340000","1","0","7","4.360001","5","0","8","3.970001","4","1754",
"429","6","9","8.500002","9","0","11","6.910000","9","0","7","4.630001","6","0","8","4.359999","7","1755",
"430","6","9","8.640002","8","0","11","6.340001","9","0","7","4.540000","5","0","8","3.939999","4","1756",
"431","4","9","8.669998","9","0","11","6.750000","9","0","7","4.190001","0","0","8","3.970000","6","1756",
"432","3","9","8.480002","8","0","11","6.430000","0","0","7","4.189999","7","0","10","4.340002","3","1757",
"433","6","9","8.669997","9","0","11","6.349999","5","0","7","4.449999","6","0","8","4.450000","0","1758",
"434","4","9","8.579999","9","0","11","7.170001","9","0","7","4.590000","6","0","10","4.399999","8","1758",
"435","2","9","8.470003","9","0","11","6.800000","9","0","7","3.930000","5","0","10","4.230000","4","1759",
"436","6","9","8.610002","8","0","11","7.259999","9","0","7","4.389999","0","0","11","4.610001","5","1760",
"437","5","9","8.610004","9","0","11","7.290001","9","0","7","4.490000","4","0","9","4.119999","6","1760",
"438","2","9","8.390001","9","0","11","7.159999","5","0","7","4.539999","5","0","9","4.160001","0","1761",
"439","5","9","8.540000","7","0","11","7.099999","0","0","7","4.439998","2","0","11","4.580001","8","1762",
"440","4","9","8.520000","9","0","11","7.150000","7","0","7","4.390000","7","0","10","4.509999","5","1762",
"441","4","9","8.380001","9","0","11","7.099999","7","0","7","4.760001","5","0","9","4.160000","5","1763",
"442","3","9","8.460000","9","0","11","6.360000","8","0","7","4.640001","6","0","9","4.289998","3","1764",
"443","3","9","8.479999","9","0","11","7.020000","7","0","7","4.260001","6","0","10","4.440001","6","1764",
"444","1","9","8.420001","8","0","11","6.779999","6","0","7","4.480000","4","0","9","4.320000","0","1765",
"445","3","9","8.490001","8","0","11","6.770001","9","0","7","4.399998","6","0","9","4.190000","4","1766",
"446","4","9","8.470000","9","0","11","6.689999","0","0","7","4.530001","0","0","9","4.210001","5","1766",
"447","6","9","8.600001","6","0","11","6.670001","7","0","7","4.420000","7","0","9","4.490001","8","1767",
"448","6","9","8.649999","9","0","11","6.559999","7","0","7","4.500000","5","0","9","4.179999","4","1768",
"449","4","9","8.480000","9","0","11","6.460001","5","0","7","4.640000","4","0","9","4.220000","5","1768",
"450","4","9","8.540005","8","0","11","6.750000","0","0","7","4.329998","5","0","11","4.559999","8","1769",
"451","4","9","8.450000","8","0","11","7.140000","0","0","7","4.639999","5","0","10","4.200000","3","1770",
"452","5","9","8.500000","8","0","11","6.910000","7","0","7","4.340000","5","0","10","4.550000","8","1770",
"453","4","9","8.690003","9","0","11","7.000000","7","0","7","4.590001","6","0","9","4.690001","4","1771",
"454","6","9","8.650003","9","0","11","7.170002","9","0","7","4.570000","7","0","10","4.860000","10","1772",
"455","6","9","8.580003","9","0","11","6.730000","7","0","7","4.630000","2","0","10","3.799999","1","1772",
"456","4","9","8.539999","9","0","11","6.929999","7","0","7","4.650000","4","0","9","4.540000","2","1773",
"457","5","9","8.550002","9","0","11","6.539999","9","0","7","4.670001","0","0","9","4.319999","4","1773",
"458","6","9","8.650001","9","0","11","6.559999","7","0","7","4.700000","6","0","9","4.340001","0","1774",
"459","5","9","8.560001","9","0","11","6.869999","9","0","7","4.890001","0","0","9","4.320001","7","1775",
"460","3","9","8.569999","9","0","11","7.349998","9","0","7","4.580001","0","0","9","4.340001","7","1775",
"461","3","9","8.650000","9","0","11","6.900000","7","0","7","4.590001","6","0","9","4.420000","3","1776",
"462","2","9","8.610001","8","0","11","6.820003","5","0","7","4.609999","2","0","9","4.700000","0","1777",
"463","3","9","8.490001","8","0","11","7.010000","11","0","7","4.540000","7","0","9","4.560000","3","1777",
"464","3","9","8.690000","9","0","11","6.650000","9","0","7","4.809999","5","0","9","4.200001","3","1778",
"465","6","9","8.579998","7","0","11","6.430001","9","0","7","4.879999","0","0","10","4.360000","0","1778",
"466","7","9","8.660000","8","0","11","6.680000","7","0","7","4.429998","4","0","11","4.640001","4","1779",
"467","7","9","8.600004","8","0","11","6.199999","9","0","7","4.650000","6","0","9","4.749999","7","1780",
"468","3","9","8.540000","8","0","11","6.830001","1","0","7","4.600000","6","0","8","4.500000","3","1780",
"469","4","9","8.580001","9","0","11","6.680000","7","0","7","4.720000","0","0","10","4.820000","5","1781",
"470","1","9","8.470001","8","0","11","7.090000","5","0","7","4.709998","6","0","8","4.940000","8","1782",
"471","2","9","8.480003","9","0","11","7.080000","9","0","7","4.539999","0","0","9","4.400001","7","1782",
"472","6","9","8.600000","9","0","11","6.850000","5","0","7","4.440001","7","0","11","4.740000","3","1783",
"473","3","9","8.490001","9","0","11","6.860001","0","0","7","4.860001","7","0","9","4.270000","5","1783",
"474","5","9","8.610002","9","0","11","7.180002","7","0","7","4.399998","0","0","10","4.560001","5","1784",
"475","4","9","8.560006","9","0","11","7.169998","7","0","7","4.390000","6","0","9","4.600000","5","1785",
"476","6","9","8.590002","9","0","11","7.119998","7","0","7","4.469998","6","0","8","4.410001","8","1785",
"477","2","9","8.510000","7","0","11","6.409998","10","0","7","4.660000","0","0","8","4.360003","4","1786",
"478","5","9","8.690001","8","0","11","7.420001","5","0","7","4.660003","7","0","9","4.090000","4","1786",
"479","2","9","8.680000","8","0","11","6.510002","9","0","7","4.809999","7","0","9","4.390000","5","1787",
"480","4","9","8.460003","9","0","11","6.620000","11","0","7","4.960001","1","0","10","4.730001","7","1788",
"481","5","9","8.640000","8","0","11","6.909999","9","0","7","4.420000","4","0","10","4.820000","5","1788",
"482","6","9","8.700003","9","0","11","7.070001","3","0","7","4.579999","5","0","10","4.580001","7","1789",
"483","4","9","8.449998","9","0","11","6.669998","7","0","7","4.600000","0","0","9","4.430000","3","1789",
"484","2","9","8.590002","9","0","11","6.950002","7","0","7","4.350000","5","0","8","4.560000","3","1790",
"485","2","9","8.540002","9","0","11","6.719998","7","0","7","4.630002","7","0","11","4.580000","4","1791",
"486","4","9","8.619999","9","0","11","7.440001","0","0","7","4.759999","7","0","10","4.879999","5","1791",
"487","5","9","8.700001","8","0","11","6.679999","0","0","7","4.369999","3","0","10","4.319998","7","1792",
"488","5","9","8.660000","9","0","11","6.830000","9","0","7","4.510000","0","0","11","4.270001","0","1792",
"489","3","9","8.459999","7","0","11","7.400001","5","0","7","4.520000","5","0","11","4.690001","7","1793",
"490","5","9","8.590001","8","0","11","7.230002","9","0","7","4.530000","6","0","9","4.700002","3","1794",
"491","6","9","8.600002","8","0","11","7.210001","5","0","7","4.140001","6","0","10","4.610001","5","1794",
"492","6","9","8.790000","9","0","11","6.079999","0","0","7","4.750000","3","0","9","4.290000","4","1795",
"493","6","9","8.729999","8","0","11","6.920001","0","0","7","4.709999","6","0","9","4.500000","4","1795",
"494","3","9","8.569999","9","0","11","6.500000","9","0","7","4.829999","6","0","9","5.010001","5","1796",
"495","5","9","8.589997","9","0","11","6.990000","9","0","7","4.519999","6","0","8","4.509999","5","1796",
"496","2","9","8.580001","9","0","11","7.200000","9","0","7","4.509998","0","0","10","4.910000","8","1797",
"497","3","9","8.610002","8","0","11","7.360002","3","0","7","4.550000","5","0","10","4.200002","4","1798",
"498","1","9","8.700001","9","0","11","7.210001","7","0","7","4.500002","4","0","9","4.480000","5","1798",
"499","5","9","8.689998","9","0","11","6.999999","0","0","7","4.720000","5","0","11","5.030000","9","1799",
"500","6","9","8.719998","9","0","11","7.150000","0","0","7","4.869998","6","0","11","4.799999","7","1799",
"501","3","9","8.589999","9","0","11","6.820001","11","0","7","4.960000","7","0","8","4.480000","0","1800",
"502","2","9","8.760001","9","0","11","6.930002","11","0","7","4.930000","6","0","8","4.270000","3","1801",
"503","2","9","8.660000","9","0","11","6.159998","0","0","7","4.580000","5","0","8","4.830000","6","1801",
"504","5","9","8.759999","9","0","11","7.289999","9","0","7","4.670001","0","0","9","4.180001","2","1802",
"505","5","9","8.709999","8","0","11","7.320001","5","0","7","5.070002","3","0","8","4.750001","8","1802",
"506","4","9","8.670001","8","0","11","7.100000","7","0","7","5.069998","7","0","10","4.839999","7","1803",
"507","4","9","8.620001","9","0","11","6.800000","8","0","7","4.520000","6","0","11","4.559999","4","1803",
"508","7","9","8.770000","9","0","11","7.449998","7","0","7","4.619999","6","0","9","4.550000","3","1804",
"509","5","9","8.700002","8","0","11","6.709999","0","0","7","4.489999","6","0","9","3.960000","4","1805",
"510","3","9","8.420005","7","0","11","6.639999","0","0","7","4.309998","3","0","8","4.109998","7","1805",
"511","5","9","8.800000","8","0","11","6.859999","0","0","7","4.429999","3","0","10","4.449999","7","1806",
"512","6","9","8.940001","9","0","11","7.160001","5","0","7","4.560000","5","0","9","4.599999","4","1806",
"513","3","9","8.610003","9","0","11","6.789999","10","0","7","4.820000","0","0","9","4.410001","7","1807",
"514","6","10","8.810000","6","0","11","6.630001","11","0","7","4.650001","0","0","11","4.390000","3","1807",
"515","4","9","8.780001","9","0","11","7.180000","11","0","7","4.729998","6","0","9","4.450001","5","1808",
"516","3","10","8.569999","9","0","11","7.179999","11","0","7","4.910001","3","0","9","4.250000","3","1808",
"517","6","9","8.900000","9","0","11","6.839999","8","0","7","4.820000","6","0","10","4.210000","6","1809",
"518","6","10","8.900002","9","0","11","7.109998","3","0","7","4.679998","6","0","11","4.680001","7","1810",
"519","7","10","8.910001","9","0","11","6.969998","8","0","7","4.580000","7","0","8","4.390002","0","1810",
"520","4","10","8.739999","9","0","11","6.949999","9","0","7","4.620000","2","0","10","4.649999","4","1811",
"521","6","9","8.840001","8","0","11","7.379999","7","0","7","4.589998","4","0","9","4.429998","3","1811",
"522","3","10","8.830001","9","0","11","7.669999","9","0","7","4.349999","3","0","9","4.890000","7","1812",
"523","5","9","8.750003","9","0","11","6.689999","2","0","7","4.700001","7","0","9","4.620000","7","1812",
"524","5","9","8.679999","8","0","11","7.640001","7","0","7","4.800000","0","0","9","4.549999","8","1813",
"525","5","10","8.840000","9","0","11","7.840002","9","0","7","4.360000","7","0","8","3.930000","0","1813",
"526","4","10","8.820001","9","0","11","6.829999","0","0","7","4.940002","7","0","8","4.730000","5","1814",
"527","1","10","8.770001","9","0","11","6.969998","8","0","7","4.470000","6","0","10","4.710001","5","1815",
"528","7","10","8.850002","9","0","11","6.949999","9","0","7","4.300001","7","0","9","4.749998","8","1815",
"529","6","9","8.769998","9","0","11","7.470000","11","0","7","4.620000","7","0","9","4.820001","3","1816",
"530","5","10","8.809999","6","0","11","7.140000","9","0","7","4.710000","6","0","11","5.059999","6","1816",
"531","2","10","8.770000","9","0","11","6.949999","9","0","7","4.550002","4","0","11","4.460000","3","1817",
"532","4","10","8.720000","9","0","11","6.800000","8","0","7","4.330001","6","0","10","5.009999","4","1817",
"533","6","10","8.770000","7","0","11","6.829999","10","0","7","4.330001","7","0","9","4.189999","3","1818",
"534","2","10","8.780001","9","0","11","5.950001","4","0","7","4.819999","0","0","8","4.900000","5","1818",
"535","6","10","8.829999","9","0","11","7.100000","5","0","7","4.759999","4","0","10","4.700000","3","1819",
"536","5","10","8.850001","9","0","11","6.930000","9","0","7","4.269999","2","0","9","4.650001","5","1819",
"537","4","10","8.700001","9","0","11","6.770001","9","0","7","4.670000","2","0","10","4.770000","7","1820",
"538","6","10","8.890000","8","0","11","7.610001","7","0","7","4.379999","5","0","8","4.290000","6","1821",
"539","3","9","8.720001","9","0","11","7.040001","9","0","7","4.369999","0","0","9","4.750000","7","1821",
"540","5","10","8.750001","9","0","11","7.559999","7","0","7","4.260000","3","0","9","4.550000","8","1822",
"541","6","10","8.880001","9","0","11","6.950001","2","0","7","4.830001","7","0","9","4.809999","7","1822",
"542","1","10","8.530003","10","0","11","7.650001","9","0","7","4.650000","6","0","10","4.530001","5","1823",
"543","4","10","8.830000","9","0","11","7.190000","8","0","7","4.649999","3","0","9","4.880000","4","1823",
"544","5","10","8.890000","8","0","11","7.190000","3","0","7","4.720000","2","0","8","4.600000","7","1824",
"545","3","10","8.750002","8","0","11","7.080000","7","0","7","4.780001","6","0","9","4.290000","5","1824",
"546","3","10","8.800001","9","0","11","7.230001","9","0","7","4.480000","2","0","9","4.509999","8","1825",
"547","6","10","8.920003","10","0","11","7.090000","11","0","7","4.800001","0","0","11","4.600002","11","1825",
"548","7","10","8.899999","9","0","11","6.980000","11","0","7","4.159999","0","0","9","4.579999","8","1826",
"549","5","10","8.730002","9","0","11","6.800000","6","0","7","4.670000","4","0","9","4.270001","3","1826",
"550","2","10","8.740001","8","0","11","7.130000","9","0","7","4.250001","2","0","9","4.710000","7","1827",
"551","3","10","8.830000","9","0","11","6.920001","0","0","7","4.720001","6","0","9","4.759999","8","1827",
"552","5","10","8.869998","9","0","11","7.480001","0","0","7","4.660001","3","0","9","4.380001","3","1828",
"553","3","10","8.760000","9","0","11","6.980001","9","0","7","4.790000","3","0","9","4.849999","7","1829",
"554","2","10","8.830000","9","0","11","7.599998","9","0","7","4.530000","7","0","9","4.409999","3","1829",
"555","6","10","8.880006","9","0","11","6.349999","5","0","7","4.719998","6","0","9","4.899999","0","1830",
"556","3","10","8.840001","9","0","11","7.260000","0","0","7","4.580000","6","0","10","4.559999","7","1830",
"557","4","10","8.789998","9","0","11","6.340000","7","0","7","4.439997","4","0","9","4.460000","0","1831",
"558","5","10","8.880000","6","0","11","7.510001","5","0","7","4.190000","0","0","10","4.649999","0","1831",
"559","7","10","8.929999","9","0","11","7.200000","8","0","7","4.900001","7","0","9","4.630000","0","1832",
"560","7","10","9.080002","9","0","11","7.560000","6","0","7","4.610000","5","0","9","4.420001","8","1832",
"561","1","10","8.749998","9","0","11","7.090001","8","0","7","4.490001","2","0","9","4.900001","4","1833",
"562","4","10","8.850000","9","0","11","6.710001","0","0","7","4.610001","3","0","8","4.659999","0","1833",
"563","2","10","8.839998","9","0","11","7.469999","9","0","7","5.050002","6","0","9","4.770000","3","1834",
"564","4","10","8.770000","7","0","11","7.230000","3","0","7","4.490000","6","0","9","4.259999","4","1834",
"565","4","10","8.860002","9","0","11","6.889999","7","0","7","4.610000","0","0","9","4.619999","8","1835",
"566","1","10","8.809999","9","0","11","7.180000","9","0","7","4.579999","7","0","9","4.390001","3","1835",
"567","4","10","8.670002","9","0","11","7.170001","3","0","7","4.829999","0","0","9","4.519999","6","1836",
"568","6","10","8.929999","9","0","11","7.090000","10","0","7","4.309999","0","0","10","4.769998","3","1836",
"569","6","10","8.840001","8","0","11","7.160002","7","0","7","4.620000","6","0","9","4.510001","0","1837",
"570","4","10","8.840001","9","0","11","6.480001","9","0","7","4.400000","2","0","10","4.800001","5","1837",
"571","5","10","8.900002","9","0","11","6.970000","5","0","7","4.480000","1","0","9","4.280000","5","1838",
"572","5","10","8.890000","9","0","11","7.139999","0","0","7","4.830000","6","0","10","4.880002","4","1838",
"573","5","10","8.969998","9","0","11","6.940001","7","0","7","4.849998","6","0","9","4.539999","5","1839",
"574","5","10","8.870002","9","0","11","7.380001","7","0","7","4.750000","5","0","9","4.329999","2","1839",
"575","6","10","8.990004","9","0","11","6.659999","8","0","7","5.030000","5","0","9","4.250000","2","1840",
"576","4","10","8.979999","9","0","11","6.860001","7","0","7","4.470000","6","0","9","4.630000","4","1840",
"577","5","10","8.950004","9","0","11","6.950002","9","0","7","5.110000","3","0","8","4.030001","7","1841",
"578","3","10","8.790001","9","0","11","6.909999","9","0","7","4.590000","2","0","9","4.740001","2","1841",
"579","2","10","8.870000","10","0","11","6.910000","6","0","7","4.800001","7","0","9","4.540002","2","1842",
"580","3","10","8.900002","9","0","11","6.909999","0","0","7","4.410000","0","0","10","4.330000","4","1842",
"581","4","10","8.940002","9","0","11","7.200001","6","0","7","4.810000","7","0","8","4.180001","0","1843",
"582","5","10","8.690003","9","0","11","6.889999","5","0","7","5.019999","7","0","9","4.459999","8","1843",
"583","4","10","8.920000","10","0","11","6.779999","9","0","7","4.740000","7","0","9","4.509999","8","1844",
"584","4","10","8.860003","9","0","11","7.409999","9","0","7","4.680001","7","0","9","4.350000","6","1844",
"585","5","10","9.010000","10","0","11","7.389998","8","0","7","4.660000","5","0","8","4.759999","4","1845",
"586","6","10","8.940001","10","0","11","6.639999","10","0","7","4.870001","4","0","10","4.560001","7","1845",
"587","2","10","8.729999","9","0","11","7.440001","7","0","7","4.940000","6","0","10","4.710001","5","1846",
"588","1","10","8.840001","9","0","11","7.079999","5","0","7","4.869999","5","0","8","4.290002","0","1846",
"589","3","10","8.969999","9","0","11","6.840000","11","0","7","4.729999","4","0","10","4.620001","3","1847",
"590","5","10","9.000004","10","0","11","7.320000","5","0","7","4.619999","3","0","8","4.699999","6","1847",
"591","6","10","8.849999","9","0","11","7.110000","0","0","7","4.369999","4","0","9","4.559999","5","1848",
"592","6","10","8.980002","9","0","11","7.320000","9","0","7","5.210000","5","0","9","4.680001","7","1848",
"593","5","10","9.010002","9","0","11","6.280000","5","0","7","4.430000","2","0","9","4.510001","8","1849",
"594","4","10","8.710002","9","0","11","7.509998","7","0","7","4.629998","7","0","10","4.470001","3","1849",
"595","4","10","9.010000","10","0","11","7.390000","0","0","7","4.629998","0","0","9","4.730002","7","1850",
"596","6","10","8.880001","9","0","11","7.449999","5","0","7","5.090000","6","0","10","5.030000","7","1850",
"597","2","10","9.010000","10","0","11","6.570001","7","0","7","4.359999","5","0","10","4.479999","8","1851",
"598","3","10","8.759997","8","0","11","7.219999","0","0","7","4.410001","0","0","9","4.420000","7","1851",
"599","4","10","8.820000","9","0","11","7.159999","7","0","7","4.319999","4","0","9","4.650002","4","1852",
"600","3","10","8.780000","7","0","11","7.160000","4","0","7","4.950001","4","0","9","4.770000","3","1852",
"601","6","10","8.940002","9","0","11","7.020000","9","0","7","4.800000","6","0","10","4.409999","0","1853",
"602","5","10","8.940002","10","0","11","7.489999","11","0","7","5.049998","7","0","9","4.779996","4","1853",
"603","5","10","9.010001","9","0","11","7.160000","9","0","7","4.930001","0","0","9","4.710001","4","1854",
"604","6","10","9.100003","9","0","11","7.029999","1","0","7","5.150000","7","0","9","4.560000","0","1854",
"605","7","10","9.010001","9","0","11","6.740000","9","0","7","4.809999","6","0","9","4.820001","7","1854",
"606","5","10","8.749997","9","0","11","7.350000","4","0","7","4.810000","3","0","9","4.870000","5","1855",
"607","6","10","9.040000","10","0","11","6.640000","9","0","7","4.450001","5","0","9","5.020000","4","1855",
"608","3","10","8.920003","9","0","11","7.280001","5","0","7","4.600000","7","0","10","4.479999","2","1856",
"609","4","10","8.850002","9","0","11","7.240001","4","0","7","4.570001","3","0","9","4.980001","5","1856",
"610","1","10","8.999997","9","0","11","7.060000","9","0","7","4.460001","7","0","9","4.630000","5","1857",
"611","4","10","9.000005","9","0","11","7.650001","3","0","7","4.680001","5","0","9","4.729998","3","1857",
"612","6","10","8.910004","10","0","11","6.939999","7","0","7","4.460001","7","0","10","4.630000","0","1858",
"613","4","10","8.970005","9","0","11","6.939999","10","0","7","4.789999","7","0","10","4.849999","6","1858",
"614","6","10","8.970001","9","0","11","6.909998","9","0","7","4.629999","6","0","9","4.290001","5","1859",
"615","4","10","8.789999","10","0","11","6.980000","0","0","7","4.989999","5","0","11","4.660001","5","1859",
"616","5","10","9.190003","9","0","11","7.239998","3","0","7","4.960001","7","0","9","4.329999","4","1860",
"617","5","10","9.110000","9","0","11","7.109999","0","0","7","4.869998","6","0","9","5.070001","5","1860",
"618","6","10","9.100001","7","0","11","6.990000","9","0","7","4.740001","0","0","10","4.429998","0","1861",
"619","5","10","8.830001","9","0","11","6.830000","10","0","7","4.480000","7","0","9","5.100001","7","1861",
"620","6","10","9.060001","9","0","11","7.480000","7","0","8","4.750001","2","0","8","4.290000","5","1862",
"621","6","10","9.060002","9","0","11","7.330000","8","0","7","4.790000","7","0","9","4.409999","2","1862",
"622","3","10","8.990004","9","0","11","6.610001","5","0","7","4.660000","6","0","10","4.850000","6","1862",
"623","6","10","9.120008","10","0","11","6.870000","4","0","7","4.509999","7","0","9","4.689999","8","1863",
"624","4","10","8.870001","9","0","11","7.660000","7","0","7","4.989997","6","0","9","4.489999","0","1863",
"625","2","10","8.840004","9","0","11","7.240000","9","0","7","4.750000","0","0","9","4.429999","6","1864",
"626","3","10","8.929999","10","0","11","7.250000","11","0","7","4.420001","5","0","9","4.509998","0","1864",
"627","7","10","9.030000","9","0","11","7.290000","5","0","7","5.050001","5","0","10","4.560000","4","1865",
"628","1","10","8.930001","9","0","11","6.949998","7","0","7","5.020000","0","0","9","4.420002","0","1865",
"629","6","10","9.090001","9","0","11","7.680000","9","0","7","4.970001","7","0","10","4.210001","1","1866",
"630","5","10","8.840004","10","0","11","7.020000","0","0","7","4.660000","4","0","8","4.280002","7","1866",
"631","4","10","9.119998","9","0","11","7.480000","6","0","7","4.879999","0","0","8","4.540000","6","1867",
"632","6","10","8.960004","9","0","11","7.309999","9","0","7","4.880001","7","0","10","4.680001","5","1867",
"633","4","10","9.000005","9","0","11","6.950000","7","0","7","4.550001","4","0","9","4.990001","7","1868",
"634","4","10","9.020000","4","0","11","7.429999","11","0","7","4.700001","3","0","9","4.490000","0","1868",
"635","4","10","8.950002","10","0","11","7.159999","9","0","7","4.759999","6","0","9","4.650001","3","1868",
"636","6","10","9.130002","9","0","11","7.039999","8","0","7","4.780000","7","0","9","4.349999","3","1869",
"637","5","10","9.000002","10","0","11","7.390001","4","0","7","4.650000","3","0","9","4.989999","7","1869",
"638","4","10","9.000004","7","0","11","7.249999","3","0","7","4.500000","5","0","9","4.760000","8","1870",
"639","3","10","8.920002","9","0","11","6.840000","9","0","7","4.530000","4","0","9","4.470002","8","1870",
"640","6","10","9.229998","9","0","11","7.120000","9","0","7","4.700002","2","0","9","4.810000","3","1871",
"641","6","10","9.139998","9","0","11","6.770000","6","0","7","4.769999","6","0","9","4.580000","3","1871",
"642","4","10","8.930000","9","0","11","7.040000","11","0","7","4.789999","6","0","9","4.550002","2","1872",
"643","6","10","9.129999","9","0","11","7.230000","10","0","7","4.709999","0","0","9","4.520000","7","1872",
"644","4","10","9.100001","7","0","11","7.030000","9","0","7","5.220000","7","0","9","4.519999","5","1873",
