"Sample Count","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Life Fit Hybrid Min","Life Fit Hybrid Max","Life Fit Hybrid Avg","Life Fit Hybrid Single","Quadratic Fit (Non Monotonic) Min","Quadratic Fit (Non Monotonic) Max","Quadratic Fit (Non Monotonic) Avg","Quadratic Fit (Non Monotonic) Single","Gradient Min","Gradient Max","Gradient Avg","Gradient Single","Sequence",
"915","4","10","9.310001","10","0","11","6.760000","7","0","8","4.939999","4","0","9","4.910000","4","1974",
"916","2","10","9.300001","10","0","11","6.710002","7","0","8","5.469999","7","0","10","5.180002","7","1974",
"917","5","10","9.370003","10","0","11","7.040000","0","0","8","5.489999","0","0","9","4.900001","8","1975",
"918","4","10","9.300000","8","0","11","6.910000","11","0","8","4.929999","5","0","9","5.070000","4","1975",
"919","6","10","9.510001","10","0","11","7.509998","9","0","8","5.350000","4","0","9","4.849999","5","1975",
"920","6","10","9.440002","10","0","11","7.269999","7","0","8","5.110000","5","0","9","5.270001","5","1976",
"921","3","10","9.380003","10","0","11","7.320000","7","0","10","4.699999","8","0","10","4.830000","3","1976",
"922","1","10","9.260003","9","0","11","7.359999","6","0","8","5.010000","4","0","9","4.690001","9","1976",
"923","4","10","9.359998","10","0","11","7.089999","9","0","8","5.270000","8","0","9","4.990000","4","1977",
"924","5","10","9.420001","10","0","11","7.349998","3","0","8","5.460001","5","0","9","5.050001","0","1977",
"925","4","10","9.370002","10","0","11","6.799998","7","0","8","5.300000","7","0","10","4.769999","3","1977",
"926","3","10","9.210002","6","0","11","7.220000","7","0","8","5.099999","6","0","10","5.739999","4","1978",
"927","5","10","9.440001","9","0","11","7.230000","11","0","8","5.580002","4","0","9","4.750001","3","1978",
"928","6","10","9.469998","8","0","11","7.079999","11","0","8","4.980000","7","0","10","5.170001","4","1978",
"929","4","10","9.410003","10","0","11","6.860000","0","0","8","5.300000","5","0","9","5.110000","0","1978",
"930","2","10","9.350001","10","0","11","8.000000","7","0","8","5.119999","7","0","9","4.700000","0","1979",
"931","4","10","9.390000","9","0","11","6.850000","0","0","8","4.990000","4","0","9","4.750002","3","1979",
"932","6","10","9.340006","10","0","11","7.019999","9","0","8","5.070000","8","0","10","5.189999","5","1979",
"933","4","10","9.360001","10","0","11","7.399999","7","0","8","5.389999","7","0","9","4.430000","6","1980",
"934","5","10","9.450002","9","0","11","7.010002","5","0","8","5.320001","6","0","9","4.560000","6","1980",
"935","4","10","9.430002","9","0","11","6.970000","10","0","8","5.269998","4","0","10","4.720001","4","1980",
"936","2","10","9.350000","9","0","11","7.300000","0","0","8","4.900001","3","0","10","4.950001","5","1981",
"937","3","10","9.460004","10","0","11","7.270002","9","0","8","4.779999","7","0","10","4.650001","4","1981",
"938","5","10","9.510001","10","0","11","7.789998","7","0","8","5.349999","7","0","9","4.830000","0","1981",
"939","5","10","9.370001","10","0","11","7.660000","7","0","8","5.539999","6","0","9","4.670002","5","1982",
"940","6","10","9.540003","10","0","11","7.100000","9","0","8","5.130000","6","0","10","5.330001","7","1982",
"941","2","10","9.210005","9","0","11","7.300000","7","0","8","5.220000","3","0","9","4.940000","3","1982",
"942","5","10","9.219998","10","0","11","7.489999","10","0","8","5.580002","6","0","9","5.050000","0","1983",
"943","5","10","9.400001","9","0","11","6.950000","8","0","8","5.330000","4","0","9","4.610001","6","1983",
"944","6","10","9.580001","10","0","11","7.639999","10","0","8","5.260000","5","0","9","5.110001","0","1983",
"945","4","10","9.340002","4","0","11","6.880000","8","0","8","5.270000","7","0","9","4.869998","6","1983",
"946","6","10","9.410005","9","0","11","6.680000","11","0","8","5.040000","5","0","9","4.900000","8","1984",
"947","5","10","9.500002","10","0","11","6.590001","7","0","8","4.980000","7","0","10","4.970001","5","1984",
"948","6","10","9.470005","9","0","11","7.419999","11","0","8","5.330000","7","0","9","4.679998","7","1984",
"949","5","10","9.479998","10","0","11","7.580000","0","0","8","5.229999","3","0","10","4.640002","3","1985",
"950","4","10","9.320002","10","0","11","6.170001","7","0","8","5.159999","5","0","10","4.630000","3","1985",
"951","2","10","9.460002","10","0","11","6.710000","9","0","8","5.099998","0","0","9","4.540000","2","1985",
"952","3","10","9.340006","10","0","11","6.949999","7","0","8","5.349998","7","0","9","4.949999","1","1986",
"953","5","10","9.400001","10","0","11","6.949999","5","0","8","5.160000","7","0","9","5.350002","6","1986",
"954","6","10","9.380004","8","0","11","7.470001","8","0","8","5.030002","6","0","10","4.880001","5","1986",
"955","5","10","9.410001","10","0","11","7.089999","7","0","11","5.010002","8","0","10","4.979999","3","1986",
"956","5","10","9.560000","10","0","11","6.830001","0","0","8","5.410000","6","0","10","5.010000","7","1987",
"957","3","10","9.280001","10","0","11","6.940000","8","0","8","4.600000","0","0","9","4.900001","5","1987",
"958","3","10","9.300001","10","0","11","6.650001","8","0","8","5.450000","6","0","9","4.889998","4","1987",
"959","4","10","9.370001","9","0","11","7.260000","11","0","9","5.200001","8","0","10","4.870001","5","1988",
"960","5","10","9.390001","9","0","11","7.310000","8","0","8","5.220000","7","0","9","4.920000","4","1988",
"961","6","10","9.590000","10","0","11","6.900000","5","0","8","4.780000","8","0","10","5.040001","3","1988",
"962","4","10","9.440001","10","0","11","7.189999","0","0","8","5.110000","7","0","10","5.049999","5","1989",
"963","6","10","9.389999","10","0","11","6.790000","8","0","8","5.219999","7","0","9","5.660000","4","1989",
"964","6","10","9.510001","8","0","11","6.929999","9","0","8","5.040000","3","0","10","5.390002","4","1989",
"965","3","10","9.270001","6","0","11","7.619999","7","0","8","5.330002","5","0","9","5.150001","3","1989",
"966","5","10","9.359998","10","0","11","7.220000","7","0","8","5.340002","2","0","10","4.930002","8","1990",
"967","3","10","9.400002","10","0","11","7.700000","8","0","8","4.989999","7","0","9","4.559999","3","1990",
"968","5","10","9.399999","10","0","11","7.020000","8","0","8","4.569999","6","0","10","4.909999","9","1990",
"969","5","10","9.480000","6","0","11","6.730000","3","0","8","4.900002","2","0","9","4.950001","8","1991",
"970","5","10","9.349998","8","0","11","6.860002","11","0","9","5.090000","0","0","9","4.859999","6","1991",
"971","3","10","9.350003","10","0","11","6.539998","9","0","8","5.729997","2","0","9","4.740000","3","1991",
"972","4","10","9.379998","10","0","11","7.529999","11","0","8","5.510000","8","0","9","4.579999","5","1992",
"973","4","10","9.339999","10","0","11","7.170000","7","0","8","5.530000","7","0","9","4.819999","8","1992",
"974","7","10","9.490001","10","0","11","6.599998","11","0","8","5.049999","0","0","9","4.959999","6","1992",
"975","6","10","9.430003","8","0","11","7.680000","9","0","8","4.930001","5","0","10","4.159999","3","1992",
"976","3","10","9.430003","10","0","11","7.029999","8","0","8","5.120000","7","0","9","4.869998","0","1993",
"977","6","10","9.439999","10","0","11","7.350001","11","0","8","5.350001","7","0","10","4.799999","8","1993",
"978","1","10","9.260001","10","0","11","7.230000","7","0","8","5.609999","8","0","9","5.319998","6","1993",
"979","4","10","9.480003","10","0","11","6.909999","9","0","8","5.170000","3","0","10","5.010000","6","1994",
"980","6","10","9.420000","9","0","11","6.809999","9","0","8","4.980001","7","0","10","4.690001","8","1994",
"981","6","10","9.550000","8","0","11","7.170000","0","0","8","5.140000","5","0","9","4.750001","6","1994",
"982","6","10","9.410001","8","0","11","6.699999","11","0","8","5.300002","5","0","9","4.889999","6","1995",
"983","5","10","9.520000","9","0","11","7.080000","11","0","8","5.830002","7","0","10","4.929999","6","1995",
"984","5","10","9.390000","10","0","11","7.460000","3","0","8","5.150000","0","0","9","4.820000","5","1995",
"985","4","10","9.380003","10","0","11","7.060002","9","0","8","5.030000","0","0","9","4.860000","8","1995",
"986","5","10","9.439999","7","0","11","7.770000","9","0","8","4.910000","0","0","9","4.699999","6","1996",
"987","3","10","9.490005","10","0","11","7.139998","11","0","8","5.120000","5","0","10","4.930000","4","1996",
"988","4","10","9.440001","10","0","11","7.070001","8","0","8","5.170002","8","0","9","5.020001","5","1996",
"989","6","10","9.419998","10","0","11","6.880001","8","0","9","6.100002","6","0","10","4.920000","4","1997",
"990","3","10","9.290001","10","0","11","7.489998","5","0","8","5.149999","7","0","9","4.910002","5","1997",
"991","4","10","9.309999","10","0","11","7.240001","11","0","8","5.690002","3","0","9","5.220000","3","1997",
"992","6","10","9.330004","10","0","11","7.419999","7","0","8","5.209998","0","0","9","5.089998","6","1997",
"993","3","10","9.460000","10","0","11","6.860000","7","0","8","5.190001","7","0","9","5.069999","5","1998",
"994","3","10","9.370002","7","0","11","7.280000","7","0","8","5.420001","6","0","9","5.469999","3","1998",
"995","5","10","9.570002","9","0","11","7.039999","7","0","8","4.800000","6","0","9","4.840001","3","1998",
"996","4","10","9.350004","6","0","11","7.350001","0","0","8","5.649999","7","0","9","5.100001","0","1999",
"997","3","10","9.360003","10","0","11","6.990002","7","0","8","5.350000","7","0","9","4.650000","5","1999",
"998","6","10","9.530003","9","0","11","7.140001","7","0","8","5.099999","8","0","10","4.840001","6","1999",
"999","3","10","9.330004","5","0","11","7.470001","7","0","9","5.350000","0","0","9","4.849999","6","2000",
"1000","4","10","9.480002","10","0","11","7.400001","3","0","8","5.890002","8","0","9","5.270000","6","2000",
