"Sample Count","Linear Search Min","Linear Search Max","Linear Search Avg","Linear Search Single","Line Fit Min","Line Fit Max","Line Fit Avg","Line Fit Single","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Line Fit Hybrid Min","Line Fit Hybrid Max","Line Fit Hybrid Avg","Line Fit Hybrid Single","Quadratic Fit (Non Monotonic) Min","Quadratic Fit (Non Monotonic) Max","Quadratic Fit (Non Monotonic) Avg","Quadratic Fit (Non Monotonic) Single","Gradient Min","Gradient Max","Gradient Avg","Gradient Single","Sequence",
"406","1","406","172.680054","174","0","17","6.020000","4","6","9","8.460002","9","0","11","5.100000","7","0","9","4.249999","6","0","20","4.969999","8","934",
"407","1","407","213.570007","231","0","17","6.940000","8","3","9","8.319997","8","0","10","4.520000","3","0","9","4.370000","0","0","12","4.699999","5","934",
"408","1","408","211.380051","408","0","15","6.900001","11","6","9","8.590001","8","0","12","5.120000","0","0","9","4.030001","0","0","16","5.699999","9","937",
"409","1","409","197.920013","167","0","20","6.290001","19","6","9","8.679999","9","0","11","5.009999","7","0","10","4.310001","5","0","14","5.050000","10","937",
"410","1","410","168.319977","305","0","19","5.600000","0","5","9","8.569999","9","0","11","4.740000","0","0","11","4.079998","0","0","13","5.430000","0","938",
"411","1","411","202.559952","410","0","18","6.280000","7","7","9","8.640001","9","0","11","4.340001","5","0","10","4.400001","5","0","15","5.850000","11","939",
"412","1","412","211.320007","1","0","18","6.660001","3","6","9","8.429999","9","0","10","4.360000","8","0","10","3.960000","7","0","18","5.670001","6","939",
"413","1","413","199.109985","4","0","16","5.500000","0","2","9","8.329998","8","0","11","4.770000","0","0","10","4.420000","8","0","16","6.390000","5","940",
"414","1","414","217.030014","114","0","17","6.400001","9","5","9","8.530002","9","0","11","4.769999","0","0","9","4.030000","6","0","15","6.339999","3","941",
"415","1","415","204.259979","415","0","19","6.330001","7","6","9","8.680000","8","0","11","4.190000","4","0","9","4.080001","6","0","15","5.299998","0","941",
"416","1","416","215.569992","92","0","16","5.320000","7","5","9","8.620003","8","0","12","5.039999","0","0","11","4.420000","0","0","16","5.580001","8","942",
"417","1","417","213.949951","1","0","19","6.799999","0","6","9","8.560004","9","0","11","5.000000","0","0","10","5.130001","5","0","15","5.950001","0","943",
"418","1","418","212.150024","16","0","16","5.880001","0","4","9","8.560002","8","0","11","4.650000","0","0","10","4.710001","7","0","16","5.239998","7","943",
"419","1","419","202.940002","23","0","17","7.689999","7","3","9","8.560002","9","0","11","4.390000","7","0","10","4.179998","2","0","14","5.289999","6","943",
"420","1","420","177.500046","7","0","18","6.460002","0","6","9","8.580002","8","0","9","4.440001","0","0","10","4.060000","0","0","16","5.510000","0","943",
"421","1","421","185.549988","421","0","21","6.250000","3","6","9","8.540003","9","0","11","5.579999","6","0","9","3.989998","5","0","15","6.030001","0","946",
"422","1","422","227.550003","422","0","16","6.600001","0","4","9","8.589999","9","0","11","4.640000","6","0","10","4.260001","7","0","17","5.370000","3","946",
"423","1","423","201.669998","306","0","17","5.699999","10","2","9","8.499999","9","0","11","4.250001","3","0","10","4.039999","0","0","15","5.420001","0","947",
"424","1","424","197.149994","1","0","19","6.360001","0","3","9","8.599999","7","0","11","4.950000","5","0","10","4.950000","2","0","15","5.000000","0","947",
"425","1","425","195.070023","1","0","18","6.649999","13","5","9","8.660003","9","0","11","4.920000","7","0","10","4.489999","6","0","19","5.599999","8","948",
"426","1","426","198.640045","426","0","18","5.519999","0","6","9","8.570002","8","0","11","4.879999","4","0","10","4.510002","5","0","17","5.960001","9","949",
"427","1","427","214.930008","2","0","16","6.270000","0","5","9","8.690000","9","0","11","4.820000","0","0","10","3.800000","0","0","14","5.489998","9","949",
"428","1","428","208.270004","14","0","17","6.970000","0","3","9","8.370002","9","0","11","4.860000","0","0","9","4.590000","5","0","15","4.879999","5","950",
"429","1","429","240.989975","429","0","16","6.209999","0","5","9","8.600000","9","0","11","5.130000","7","0","10","4.499998","7","0","15","5.580001","7","950",
"430","1","430","202.599991","373","0","17","5.930000","6","5","9","8.709999","9","0","11","4.590002","11","0","9","3.889999","6","0","14","5.320001","8","952",
"431","1","431","226.909988","431","0","18","6.619999","4","4","9","8.569998","9","0","11","4.530000","6","0","10","4.110000","0","0","14","5.080001","7","952",
"432","1","432","238.159958","64","0","17","6.729999","0","6","9","8.660000","9","0","9","4.749997","7","0","11","4.689999","8","0","15","6.339999","2","952",
"433","1","433","195.730042","433","0","18","7.269998","0","3","9","8.489997","9","0","11","5.210001","7","0","10","3.899999","0","0","16","4.890000","9","952",
"434","1","434","226.529999","434","0","17","6.639999","6","5","9","8.599999","8","0","11","5.040002","6","0","9","4.039999","7","0","16","6.079999","8","953",
"435","1","435","272.199951","172","0","18","5.820000","0","4","9","8.579998","9","0","10","4.630000","7","0","12","4.320000","8","0","16","6.010000","0","953",
"436","1","436","244.679962","176","0","18","6.199997","5","6","9","8.599999","9","0","10","4.660000","6","0","10","4.380000","5","0","15","5.620001","0","954",
"437","1","437","205.399979","365","0","18","6.210000","0","4","9","8.590005","9","0","11","4.580000","6","0","9","4.600000","5","0","13","5.329999","0","956",
"438","1","438","241.400009","1","0","19","6.469999","11","5","9","8.669999","9","0","11","3.850000","7","0","10","4.640000","5","0","18","5.469998","0","956",
"439","1","439","207.369980","3","0","24","6.480000","0","5","9","8.639999","9","0","9","4.690000","7","0","10","4.840001","0","0","13","5.889999","6","957",
"440","1","440","206.899963","1","0","20","7.199998","8","5","9","8.520003","9","0","11","4.920001","0","0","12","4.829999","0","0","14","5.550001","5","958",
"441","1","441","238.889984","326","0","16","6.160000","6","5","9","8.499998","9","0","9","4.479998","2","0","10","4.310000","9","0","13","4.750000","0","959",
"442","1","442","252.560043","385","0","21","6.420000","9","2","9","8.449999","9","0","11","5.270000","7","0","13","4.519999","0","0","16","5.629999","8","959",
"443","1","443","196.989944","442","0","19","6.649999","13","3","9","8.589999","9","0","11","5.040001","7","0","9","4.000000","7","0","17","5.360000","14","960",
"444","1","444","206.299988","17","0","21","6.790000","7","4","9","8.589999","9","0","10","4.299999","6","0","10","4.659999","0","0","15","5.480000","10","961",
"445","1","445","232.430023","445","0","20","6.820000","11","5","9","8.490001","9","0","10","5.040000","5","0","11","4.380002","8","0","17","5.330000","5","962",
"446","1","446","280.800110","50","0","20","6.619998","0","6","9","8.699999","9","0","13","5.040002","5","0","10","4.439999","7","0","17","5.380002","4","963",
"447","1","447","202.180023","446","0","19","6.449998","11","2","9","8.650003","9","0","11","4.480001","0","0","10","4.270001","4","0","15","6.360000","6","964",
"448","1","448","210.680038","447","0","17","6.239999","0","5","9","8.620000","9","0","11","4.979999","7","0","10","4.630000","8","0","18","5.860001","14","964",
"449","1","449","232.190063","131","0","18","6.060000","3","3","9","8.610002","8","0","9","5.100000","9","0","10","4.420000","7","0","16","5.639999","7","964",
"450","1","450","239.279999","109","0","18","6.480001","7","4","9","8.560002","9","0","13","5.390000","7","0","10","3.990000","0","0","16","5.270000","2","964",
"451","1","451","226.699997","374","0","17","6.709999","2","4","9","8.639998","9","0","13","4.699999","7","0","11","4.140000","8","0","12","5.000000","0","964",
"452","1","452","208.370026","117","0","20","6.689998","0","2","9","8.470003","8","0","11","4.719999","9","0","9","4.190001","8","0","15","5.929997","9","964",
"453","1","453","208.819992","2","0","17","6.270000","1","3","9","8.650000","9","0","13","4.729999","0","0","10","4.190000","7","0","15","5.770000","0","964",
"454","1","454","197.889954","24","0","17","5.590000","0","6","9","8.639999","9","0","11","4.819999","0","0","10","4.679999","5","0","19","5.899998","3","965",
"455","1","455","195.129990","11","0","18","7.840001","9","7","9","8.740001","8","0","11","5.310000","7","0","10","4.180000","6","0","15","5.910001","10","965",
"456","1","456","214.689941","4","0","18","5.970000","17","4","9","8.570002","9","0","11","4.439999","0","0","9","4.209999","5","0","15","5.530000","6","966",
"457","1","457","218.279999","457","0","17","6.510001","8","3","9","8.599998","8","0","12","4.970000","0","0","12","4.410000","5","0","15","5.829999","0","966",
"458","1","458","258.020020","451","0","16","6.949997","16","6","9","8.609999","8","0","11","4.889999","0","0","10","4.970001","7","0","16","5.119998","9","967",
"459","1","459","245.300003","73","0","20","5.760001","0","4","9","8.630000","9","0","11","4.379999","8","0","11","4.220000","0","0","18","5.350000","0","968",
"460","1","460","256.319977","460","0","18","6.710000","0","5","9","8.590002","9","0","11","4.880001","9","0","10","4.200000","8","0","18","5.560001","0","968",
"461","1","461","261.660004","107","0","18","6.660002","7","7","9","8.710002","9","0","11","4.850000","5","0","10","4.780000","4","0","17","5.640000","3","969",
"462","1","462","239.159973","5","0","17","7.080000","10","6","9","8.559999","9","0","11","4.810001","5","0","13","3.990000","7","0","17","5.240000","0","970",
"463","1","463","260.569855","455","0","16","6.319999","9","7","9","8.710002","8","0","11","4.840000","3","0","9","4.370000","6","0","15","6.269999","9","970",
"464","1","464","242.799988","1","0","18","6.219999","6","2","9","8.460002","9","0","11","4.959999","3","0","10","4.559999","9","0","15","5.440001","7","971",
"465","1","465","221.689987","465","0","20","7.020001","2","5","9","8.630000","8","0","10","5.530002","7","0","10","4.679999","8","0","17","5.639998","6","971",
"466","1","466","275.930084","414","0","20","6.420001","12","6","9","8.520002","9","0","11","5.220000","0","0","9","4.640000","7","0","18","6.110000","8","971",
"467","1","467","215.890045","151","0","16","5.719999","9","4","9","8.470000","9","0","11","5.489998","5","0","9","4.050000","0","0","19","5.960001","11","972",
"468","1","468","242.550034","37","0","20","7.020000","12","5","9","8.620000","7","0","11","5.539999","6","0","10","4.180000","0","0","18","5.980000","2","972",
"469","1","469","243.119995","24","0","19","5.860000","11","2","9","8.670000","9","0","11","4.860001","9","0","11","4.889999","7","0","13","5.339999","6","973",
"470","1","470","240.949951","87","0","19","6.810000","0","5","9","8.600001","9","0","11","4.590000","0","0","10","4.700000","8","0","12","5.150000","4","973",
"471","1","471","265.230103","213","0","18","6.070000","5","6","9","8.570003","9","0","11","5.059999","7","0","8","4.400000","2","0","15","5.640000","8","973",
"472","1","472","238.179947","472","0","19","7.280000","13","6","9","8.670000","9","0","12","5.330000","0","0","9","4.490001","7","0","13","5.620001","9","973",
"473","1","473","232.369995","343","0","18","6.189998","0","3","9","8.630002","7","0","11","4.929999","9","0","11","4.480000","7","0","19","5.779999","14","974",
"474","1","474","244.780060","439","0","17","5.319999","4","5","9","8.650000","9","0","13","5.230000","4","0","10","4.010000","6","0","15","4.950000","0","975",
"475","1","475","211.940018","7","0","21","6.820000","13","4","9","8.599999","8","0","11","5.430000","7","0","11","4.650000","0","0","19","6.460000","7","976",
"476","1","476","242.640076","241","0","17","6.370000","0","6","9","8.740000","9","0","11","5.590000","0","0","11","4.779999","8","0","17","5.760000","7","978",
"477","1","477","211.430008","441","0","17","5.860001","5","4","9","8.560004","8","0","12","4.220000","7","0","10","4.340001","4","0","16","5.240001","0","978",
"478","1","478","221.239990","478","0","20","6.399999","8","5","9","8.600002","9","0","11","4.740001","0","0","11","4.690001","9","0","18","6.060000","11","978",
"479","1","479","244.890030","34","0","21","6.770000","15","5","9","8.580003","8","0","11","4.770000","0","0","10","4.480000","2","0","16","5.830000","6","978",
"480","1","480","239.759995","28","0","17","6.509998","11","3","9","8.520001","8","0","11","5.290000","3","0","10","4.379998","0","0","19","5.220000","1","980",
"481","1","481","247.300064","442","0","16","6.570000","0","4","9","8.540002","9","0","13","4.719998","8","0","11","4.210000","8","0","16","6.280000","0","981",
"482","1","482","253.039963","3","0","14","5.750000","4","2","9","8.510003","9","0","13","5.110003","5","0","10","4.539999","8","0","16","6.140000","11","981",
"483","1","483","249.159943","5","0","18","6.329999","5","5","9","8.620000","9","0","11","5.049999","7","0","10","4.600000","9","0","15","5.520000","9","983",
"484","1","484","271.869965","153","0","18","6.600001","13","2","9","8.560003","9","0","11","5.120000","9","0","10","4.360000","0","0","17","5.520000","7","984",
"485","1","485","261.009918","453","0","18","6.469999","9","1","9","8.610001","9","0","13","5.220000","8","0","11","4.619999","1","0","17","5.970001","5","986",
"486","1","486","248.750031","483","0","19","7.189999","9","4","9","8.500003","9","0","10","5.030000","6","0","10","4.739999","6","0","14","5.530000","5","987",
"487","1","487","248.839935","1","0","19","6.849999","8","5","9","8.640002","9","0","11","4.899999","8","0","9","4.470000","9","0","15","5.670000","11","988",
"488","1","488","227.810028","488","0","17","6.460001","5","7","9","8.670000","9","0","11","5.119999","0","0","10","4.660000","4","0","19","5.860001","0","988",
"489","1","489","250.650024","101","0","18","6.799999","0","3","9","8.550000","9","0","13","4.900002","9","0","11","4.289999","0","0","15","5.799999","10","990",
"490","1","490","263.049805","118","0","18","6.290001","9","6","9","8.679998","9","0","11","5.060000","5","0","11","4.470001","0","0","15","5.540001","4","991",
"491","1","491","225.460037","296","0","21","6.409999","0","3","9","8.670002","9","0","11","4.810001","4","0","12","4.520001","8","0","16","6.249999","2","992",
"492","1","492","261.680023","44","0","18","6.340001","0","5","9","8.550000","9","0","11","5.030000","3","0","10","4.640001","0","0","18","4.980000","0","992",
"493","1","493","260.559906","15","0","17","6.690001","0","4","9","8.589998","9","0","11","5.180000","7","0","11","4.950001","8","0","14","6.269999","5","994",
"494","1","494","258.949982","494","0","19","6.969998","9","4","9","8.669999","9","0","9","5.260001","4","0","9","4.640001","7","0","17","5.580001","4","994",
"495","1","495","253.499969","495","0","19","6.009999","15","5","9","8.700002","9","0","12","5.250000","0","0","10","4.480001","0","0","16","5.560000","10","994",
"496","1","496","236.140015","496","0","21","6.520001","4","6","9","8.729999","9","0","11","5.559999","0","0","9","3.619999","6","0","15","5.220000","0","994",
"497","1","497","266.709991","225","0","19","5.920002","12","5","9","8.600004","9","0","11","5.540001","0","0","9","4.470000","0","0","15","5.179999","8","995",
"498","1","498","271.749756","167","0","21","6.790000","3","5","9","8.480000","9","0","12","5.060000","5","0","10","5.060000","4","0","12","5.300000","12","995",
"499","1","499","279.459991","84","0","17","7.600001","0","6","9","8.720002","9","0","10","5.149999","6","0","11","3.920000","4","0","16","5.750001","4","995",
"500","1","500","259.240173","1","0","18","7.720000","1","3","9","8.540000","8","0","11","5.409999","8","0","11","4.469999","0","0","15","6.120000","11","996",
"501","1","501","228.829987","329","0","20","5.860002","0","5","9","8.669999","9","0","11","5.320000","4","0","9","4.459999","6","0","14","5.660000","4","997",
"502","1","502","227.300018","1","0","18","6.489999","0","4","9","8.530000","9","0","12","4.969999","8","0","9","4.519999","8","0","14","5.469998","0","998",
"503","1","503","237.799988","1","0","18","7.420001","0","6","9","8.719999","7","0","11","5.200000","6","0","10","4.370001","6","0","15","5.230001","0","1000",
"504","1","504","257.020020","504","0","24","6.730000","12","5","9","8.619999","6","0","11","5.340000","9","0","12","4.139999","4","0","16","5.829999","7","1001",
"505","1","505","226.139984","505","0","16","6.920002","15","5","9","8.719998","9","0","12","5.479998","5","0","11","4.209999","7","0","16","6.149998","6","1001",
"506","1","506","251.929916","8","0","19","7.100000","15","6","9","8.640002","9","0","11","5.770000","0","0","10","4.330000","3","0","15","5.310000","3","1003",
"507","1","507","307.920013","1","0","19","7.300003","13","4","9","8.570003","8","0","11","5.090000","0","0","12","4.770000","0","0","15","6.219999","10","1003",
"508","1","508","280.180084","508","0","20","6.549999","6","5","9","8.730000","8","0","11","5.220000","7","0","10","5.079999","0","0","18","5.830001","11","1003",
"509","1","509","255.879959","6","0","17","7.550001","0","3","9","8.699999","9","0","11","4.720000","10","0","10","4.550002","6","0","17","5.399998","10","1003",
"510","1","510","265.719910","483","0","18","6.490001","6","6","9","8.720003","9","0","11","4.419999","3","0","10","4.790000","0","0","16","5.790000","0","1004",
"511","1","511","205.460037","1","0","17","7.570002","6","6","9","8.739997","9","0","10","5.170000","0","0","10","4.640000","0","0","17","6.069998","6","1004",
"512","1","512","228.690033","147","0","16","7.070000","0","5","10","8.840000","8","0","12","5.070001","2","0","13","4.730001","7","0","15","5.159999","6","1005",
"513","1","513","259.889984","513","0","17","6.700000","7","3","10","8.869999","9","0","11","4.379999","5","0","10","4.270001","9","0","13","5.410001","10","1005",
"514","1","514","236.790024","499","0","19","8.199999","0","6","10","8.930003","10","0","12","5.690001","7","0","10","4.130003","7","0","16","5.789999","9","1006",
"515","1","515","251.309937","315","0","16","6.100001","0","6","10","8.910000","9","0","13","4.990000","9","0","11","4.809999","7","0","17","5.550000","0","1006",
"516","1","516","276.049988","28","0","17","7.070000","12","2","10","8.809999","9","0","11","4.929999","7","0","11","4.689999","0","0","14","5.510001","5","1006",
"517","1","517","255.040085","10","0","20","7.470000","8","4","10","8.780005","10","0","11","4.939999","0","0","13","5.069999","4","0","16","5.950001","3","1007",
"518","1","518","220.499985","197","0","18","6.730000","4","4","10","8.920002","10","0","11","4.989998","0","0","10","4.740001","5","0","18","6.030000","0","1007",
"519","1","519","249.790100","1","0","21","7.580000","11","3","10","8.910002","9","0","12","5.040000","5","0","10","4.660000","3","0","16","5.390002","10","1008",
"520","1","520","227.529938","107","0","16","7.110000","5","3","10","8.980000","9","0","11","4.430000","5","0","10","4.780001","0","0","15","5.829999","12","1008",
"521","1","521","274.179993","521","0","17","7.300002","11","6","10","9.000004","10","0","10","5.090001","0","0","10","4.230000","0","0","17","5.460002","7","1009",
"522","1","522","263.660034","250","0","18","7.119999","0","2","10","8.990003","5","0","13","4.610001","7","0","11","4.219999","8","0","16","5.450001","10","1009",
"523","1","523","269.830048","3","0","17","7.110000","4","3","10","8.680002","9","0","13","4.670000","0","0","11","4.839999","0","0","15","5.700001","10","1010",
"524","1","524","266.400116","1","0","17","6.580000","7","1","10","8.829998","9","0","13","4.779999","5","0","9","4.680000","0","0","16","6.319999","0","1010",
"525","1","525","302.209991","30","0","19","6.819998","10","6","10","9.030000","9","0","11","5.240001","0","0","10","4.400000","0","0","17","5.759999","0","1010",
"526","1","526","222.850021","1","0","19","5.950000","6","6","10","8.950002","9","0","11","5.010001","3","0","10","4.210001","9","0","18","4.889999","4","1010",
"527","1","527","234.690018","527","0","19","6.469998","4","3","10","8.770001","9","0","12","4.910000","0","0","10","4.450001","0","0","16","5.630000","7","1011",
"528","1","528","270.759949","390","0","22","6.110000","7","3","10","8.910003","10","0","11","4.940000","0","0","10","4.020001","5","0","17","6.300000","3","1011",
"529","1","529","247.759933","12","0","16","5.990000","0","1","10","8.820001","6","0","11","5.010001","6","0","11","4.169999","0","0","20","6.210000","0","1011",
"530","1","530","282.899963","400","0","19","6.419999","14","6","10","9.080002","9","0","11","4.650002","7","0","14","4.659999","0","0","16","5.430000","0","1011",
"531","1","531","262.439972","497","0","22","6.850001","12","3","10","9.070003","10","0","13","5.280001","9","0","11","4.920000","6","0","15","6.040000","6","1012",
"532","1","532","280.959991","393","0","21","7.800000","10","5","10","9.030000","9","0","11","5.460001","0","0","11","4.949999","7","0","16","5.729999","9","1012",
"533","1","533","267.800079","92","0","17","6.060001","6","6","10","8.939999","9","0","11","4.860000","3","0","11","4.230000","8","0","16","5.920002","0","1012",
"534","1","534","264.160034","531","0","19","6.880002","13","5","10","8.979999","9","0","11","5.299999","8","0","11","4.830000","7","0","14","5.680000","7","1016",
"535","1","535","273.179840","535","0","20","7.420000","4","6","10","9.050003","7","0","11","5.049999","7","0","10","4.210000","8","0","16","6.560000","7","1017",
"536","1","536","275.350067","1","0","18","6.689998","6","5","10","9.050000","9","0","12","5.029998","0","0","9","3.900001","8","0","15","5.669998","5","1018",
"537","1","537","277.589996","537","0","17","7.300000","6","4","10","8.830000","10","0","11","4.310000","7","0","10","4.549999","0","0","13","5.820001","5","1018",
"538","1","538","270.639954","516","0","18","6.420000","9","6","10","8.990002","9","0","12","4.910001","3","0","11","4.920000","4","0","17","5.180000","0","1018",
"539","1","539","313.640045","1","0","21","6.840002","4","3","10","8.749997","8","0","13","5.480000","0","0","10","3.920001","6","0","13","5.449999","0","1021",
"540","1","540","281.370056","540","0","18","7.279998","0","4","10","8.910004","10","0","11","5.630001","0","0","10","5.180000","7","0","17","6.480000","11","1021",
"541","1","541","244.529984","2","0","18","7.199998","7","6","10","9.030002","9","0","11","4.670000","7","0","12","4.039999","0","0","16","6.060000","0","1022",
"542","1","542","249.989960","542","0","16","6.569999","0","3","10","8.919999","10","0","12","5.490001","9","0","10","4.509999","0","0","17","6.119998","0","1022",
"543","1","543","280.929993","406","0","18","7.030000","5","3","10","8.980000","9","0","11","5.600000","0","0","10","4.690001","6","0","17","5.670000","5","1022",
"544","1","544","316.409973","1","0","18","6.380001","17","6","10","9.120002","10","0","12","5.510000","7","0","10","4.560000","4","0","18","6.329999","0","1023",
"545","1","545","247.400024","53","0","19","6.919999","10","2","10","8.960003","9","0","11","5.610001","9","0","10","5.160000","7","0","17","5.760002","2","1023",
"546","1","546","281.620178","2","0","25","6.430000","8","5","10","9.040002","10","0","11","5.260000","0","0","11","4.230000","0","0","16","5.829998","0","1025",
"547","1","547","310.820038","248","0","19","7.150001","13","1","10","8.960001","7","0","13","4.819999","4","0","10","4.319999","7","0","15","5.509999","0","1025",
"548","1","548","283.390106","1","0","20","7.039999","0","5","10","8.869999","7","0","11","4.939999","3","0","10","4.080000","8","0","15","6.240004","8","1026",
"549","1","549","292.789948","147","0","19","7.150000","13","4","10","8.820002","9","0","12","4.510000","4","0","11","3.890001","3","0","19","5.900001","0","1026",
"550","1","550","300.929932","44","0","20","7.370000","8","3","10","8.679995","9","0","11","5.130002","0","0","11","4.520000","8","0","15","5.209999","8","1027",
"551","1","551","239.310028","155","0","17","5.440001","7","5","10","9.059999","9","0","11","4.710001","8","0","9","4.719998","7","0","17","5.929998","0","1029",
"552","1","552","270.060059","110","0","18","7.989998","16","5","10","8.949999","10","0","11","5.490001","8","0","10","4.379999","0","0","18","5.719999","2","1029",
"553","1","553","293.139954","552","0","24","6.860001","9","2","10","9.030001","9","0","11","5.239997","0","0","9","4.699999","6","0","17","5.609999","7","1029",
"554","1","554","313.060028","531","0","17","8.170002","13","6","10","9.060000","9","0","11","4.480000","5","0","10","4.700001","3","0","18","6.439998","9","1030",
"555","1","555","297.600037","532","0","19","7.480000","12","2","10","8.770004","9","0","11","5.390000","3","0","10","5.170001","4","0","13","5.410001","5","1030",
"556","1","556","269.639984","1","0","19","6.969999","11","6","10","8.959998","9","0","11","4.530000","8","0","10","4.349999","9","0","18","5.599998","16","1031",
"557","1","557","304.170013","555","0","21","8.180000","7","5","10","8.930000","8","0","11","5.129999","0","0","12","4.410001","3","0","17","6.020000","3","1033",
"558","1","558","293.779907","558","0","18","7.070001","10","5","10","8.970004","8","0","13","5.370001","7","0","11","4.719999","0","0","16","6.029997","6","1034",
"559","1","559","280.480072","557","0","21","7.750000","13","4","10","8.989998","8","0","11","5.240001","0","0","11","4.459999","6","0","17","6.630001","8","1035",
"560","1","560","282.839996","500","0","17","7.500000","10","4","10","9.000000","8","0","11","5.150001","10","0","11","5.410000","0","0","17","5.710001","15","1036",
"561","1","561","296.900055","536","0","19","7.320000","3","1","10","8.980001","10","0","12","5.310000","7","0","10","4.570001","1","0","18","5.790001","0","1037",
"562","1","562","301.460083","549","0","19","7.190001","13","5","10","8.910002","9","0","10","5.020000","0","0","10","4.320000","0","0","13","5.509999","6","1037",
"563","1","563","280.330109","560","0","20","7.780000","0","5","10","8.950003","9","0","11","5.290000","5","0","10","4.940000","0","0","15","5.240000","4","1037",
"564","1","564","309.320099","564","0","20","7.050000","7","4","10","8.889999","7","0","11","5.270000","7","0","10","4.889999","5","0","14","5.300000","0","1039",
"565","1","565","229.129944","109","0","16","6.779999","6","6","10","8.940001","9","0","11","5.259999","6","0","11","5.150001","5","0","15","6.559999","4","1040",
"566","1","566","306.939880","566","0","17","6.670002","8","5","10","9.120000","9","0","11","5.300000","0","0","11","4.360001","6","0","17","5.290000","9","1040",
"567","1","567","332.419983","1","0","19","5.920000","0","2","10","8.979998","9","0","12","5.530001","5","0","11","4.339999","7","0","16","5.589998","0","1041",
"568","1","568","264.839996","1","0","21","7.029999","0","2","10","9.040000","10","0","11","5.300000","11","0","12","4.439999","7","0","21","5.130001","8","1042",
"569","1","569","271.210114","4","0","18","7.730000","0","3","10","9.040004","9","0","13","5.570000","9","0","10","4.130002","0","0","15","6.010000","0","1043",
"570","1","570","293.760040","4","0","18","7.300002","11","6","10","9.050005","10","0","11","5.150000","5","0","10","4.550000","8","0","15","5.620000","0","1043",
"571","1","571","275.719940","522","0","20","7.330000","2","5","10","8.969998","8","0","11","4.589999","6","0","10","4.760000","4","0","17","5.139999","3","1046",
"572","1","572","290.730011","572","0","19","8.090002","5","4","10","8.910002","9","0","11","5.269998","0","0","10","3.839999","0","0","16","5.420002","0","1047",
"573","1","573","265.330048","414","0","18","7.330000","11","5","10","8.930000","9","0","11","5.069999","7","0","10","4.900000","0","0","18","6.220001","10","1047",
"574","1","574","319.759949","572","0","18","7.100000","11","5","10","8.970000","9","0","11","5.050000","7","0","10","5.309999","5","0","17","6.010000","14","1047",
"575","1","575","297.789948","551","0","21","6.800000","7","6","10","9.050002","9","0","11","4.720000","0","0","11","4.459999","4","0","18","6.630001","0","1049",
"576","1","576","302.250031","230","0","16","7.110000","9","6","10","8.889998","9","0","11","5.049999","6","0","10","4.070001","7","0","18","5.690001","0","1050",
"577","1","577","249.380005","3","0","18","6.490002","0","4","10","8.889999","8","0","11","5.000001","0","0","11","5.020000","4","0","15","6.789999","11","1051",
"578","1","578","295.130096","572","0","24","7.230000","13","4","10","9.020003","10","0","11","5.440000","7","0","10","4.320002","5","0","18","5.910001","9","1051",
"579","1","579","285.720062","7","0","23","8.180002","14","4","10","8.930000","10","0","11","5.150001","0","0","10","4.879999","6","0","17","5.660001","0","1051",
"580","1","580","293.109985","1","0","21","7.260000","9","4","10","8.910000","9","0","11","5.280000","3","0","9","4.050000","0","0","18","5.850000","8","1053",
"581","1","581","225.139999","388","0","18","6.779999","7","3","10","9.080001","7","0","11","4.519999","0","0","9","4.440001","6","0","14","4.970000","0","1054",
"582","1","582","284.990021","39","0","20","7.630001","0","5","10","9.050002","9","0","11","5.300000","6","0","10","4.490000","8","0","20","5.889999","6","1054",
"583","1","583","290.379974","502","0","18","8.290002","14","3","10","8.989999","10","0","11","5.230001","5","0","10","4.480000","8","0","13","5.590000","9","1055",
"584","1","584","239.039963","26","0","17","6.799999","9","3","10","9.030004","9","0","11","5.060000","0","0","11","5.240000","7","0","15","6.119998","0","1055",
"585","1","585","347.890045","576","0","18","6.490002","16","5","10","9.050004","9","0","11","5.319999","8","0","11","4.189999","7","0","19","5.870000","6","1056",
"586","1","586","302.589996","225","0","20","7.220000","11","3","10","8.970005","10","0","11","5.160001","8","0","11","4.500000","0","0","14","5.649998","0","1058",
"587","1","587","296.809937","45","0","19","6.629999","2","3","10","8.990000","9","0","11","5.469999","9","0","10","4.690001","8","0","16","5.760000","6","1058",
"588","1","588","292.180054","1","0","19","7.000001","18","5","10","9.120004","9","0","11","5.250000","0","0","11","5.170000","8","0","15","5.169999","0","1059",
"589","1","589","299.980011","588","0","19","7.360001","0","4","10","8.880003","9","0","12","5.150002","0","0","11","4.610000","3","0","18","5.940001","8","1060",
"590","1","590","286.640076","17","0","18","7.470000","5","5","10","8.870001","9","0","10","5.570002","9","0","10","4.619999","6","0","19","5.970000","15","1060",
"591","1","591","299.880066","37","0","22","7.540002","0","3","10","8.820001","9","0","13","5.099998","0","0","11","4.919999","7","0","16","6.150000","8","1062",
"592","1","592","341.959991","482","0","19","7.249999","14","6","10","9.070003","9","0","11","5.219998","7","0","12","4.550000","0","0","18","6.080000","0","1062",
"593","1","593","286.780121","3","0","20","8.629999","7","7","10","9.150002","7","0","12","5.070000","0","0","11","4.580000","5","0","16","5.880000","0","1063",
"594","1","594","314.919952","578","0","21","7.890002","15","1","10","8.810003","9","0","11","5.430000","3","0","11","4.419999","6","0","15","5.209999","5","1063",
