"Sample Count","Linear Search Min","Linear Search Max","Linear Search Avg","Linear Search Single","Line Fit Min","Line Fit Max","Line Fit Avg","Line Fit Single","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Line Fit Hybrid Min","Line Fit Hybrid Max","Line Fit Hybrid Avg","Line Fit Hybrid Single","Quadratic Fit (Non Monotonic) Min","Quadratic Fit (Non Monotonic) Max","Quadratic Fit (Non Monotonic) Avg","Quadratic Fit (Non Monotonic) Single","Gradient Min","Gradient Max","Gradient Avg","Gradient Single","Sequence",
"216","1","216","99.970016","216","0","12","4.569999","8","1","8","7.629999","8","0","9","3.630000","0","0","9","3.240000","0","0","12","4.980002","0","805",
"217","1","217","99.259995","1","0","18","5.250000","10","6","8","7.750000","8","0","10","4.169998","0","0","10","3.620000","5","0","13","4.959998","6","805",
"218","1","218","115.009972","218","0","13","5.160000","10","5","8","7.660001","7","0","9","4.390000","5","0","8","3.359999","5","0","14","5.370001","7","806",
"219","1","219","105.750023","218","0","18","4.260001","5","5","8","7.619999","8","0","9","3.980001","5","0","11","3.770000","3","0","14","4.989998","9","808",
"220","1","220","94.480019","14","0","16","4.310001","0","5","8","7.600000","8","0","11","4.289999","4","0","8","3.810000","0","0","15","5.109999","0","808",
"221","1","221","114.020027","219","0","19","4.639999","9","7","8","7.780000","7","0","9","4.199999","7","0","8","3.500000","5","0","13","4.849999","0","809",
"222","1","222","104.910042","140","0","15","5.109999","0","6","8","7.740002","7","0","11","4.449999","0","0","11","3.760000","6","0","12","3.989999","4","809",
"223","1","223","115.909973","191","0","15","4.850000","6","6","8","7.670000","8","0","9","4.039999","7","0","8","3.389999","0","0","14","4.400001","5","809",
"224","1","224","123.259987","1","0","16","4.459999","0","3","8","7.610000","8","0","9","3.860000","8","0","8","3.910000","0","0","13","4.080000","8","810",
"225","1","225","124.550011","225","0","20","4.910001","0","4","8","7.700000","8","0","10","4.019999","7","0","9","3.339999","0","0","13","4.870000","10","810",
"226","1","226","112.149963","4","0","14","4.970000","5","3","8","7.670000","7","0","9","4.080000","3","0","9","4.099999","4","0","14","4.980002","0","810",
"227","1","227","94.659996","220","0","15","5.610001","5","6","8","7.750000","8","0","11","3.610000","0","0","9","3.519999","0","0","15","5.019998","0","813",
"228","1","228","124.590004","228","0","17","5.150000","8","5","8","7.660001","7","0","10","3.819999","8","0","10","4.140000","0","0","14","5.030000","4","813",
"229","1","229","123.790001","229","0","15","4.579999","10","3","8","7.609998","8","0","9","3.750001","0","0","9","3.049999","0","0","15","4.830000","9","815",
"230","1","230","121.440025","230","0","14","5.849999","7","6","8","7.740000","8","0","9","3.640000","5","0","9","3.540000","6","0","14","4.320002","0","815",
"231","1","231","99.099991","145","0","16","5.240000","5","6","8","7.670000","7","0","10","4.340002","9","0","10","3.640001","7","0","14","4.359998","0","816",
"232","1","232","105.709999","1","0","15","5.230001","5","6","8","7.770000","7","0","9","3.670001","4","0","9","3.510001","0","0","16","4.850000","0","816",
"233","1","233","106.519997","55","0","16","4.529999","5","3","8","7.560000","8","0","11","4.260001","8","0","10","3.440000","0","0","13","4.570000","8","819",
"234","1","234","81.240013","1","0","15","4.650001","5","4","8","7.710001","8","0","10","4.090001","0","0","8","3.539999","7","0","14","5.169998","6","820",
"235","1","235","117.359993","1","0","17","5.329998","10","3","8","7.589999","8","0","9","4.520000","8","0","9","3.680000","0","0","16","4.249998","0","821",
"236","1","236","116.370010","206","0","13","5.140001","0","2","8","7.630002","8","0","9","4.500001","5","0","8","3.270000","6","0","15","5.439999","0","821",
"237","1","237","117.239960","1","0","15","4.930001","0","6","8","7.790000","8","0","10","4.020000","0","0","10","3.830000","4","0","12","4.340000","7","822",
"238","1","238","123.560013","238","0","15","4.920000","10","1","8","7.670000","8","0","9","4.080000","5","0","9","3.989999","3","0","13","4.859999","7","822",
"239","1","239","130.480026","122","0","14","5.200000","6","5","8","7.789999","8","0","9","3.960001","6","0","11","4.040000","4","0","15","4.180001","0","824",
"240","1","240","111.000008","230","0","17","4.340000","0","6","8","7.709998","7","0","9","4.239998","0","0","9","3.560000","0","0","13","4.919999","8","825",
"241","1","241","127.879944","234","0","14","4.750000","6","2","8","7.620000","8","0","9","4.239999","0","0","8","3.020000","0","0","14","5.109998","9","827",
"242","1","242","127.069977","35","0","13","4.020001","2","6","8","7.780001","8","0","10","4.450000","5","0","9","3.930000","0","0","13","4.059999","6","829",
"243","1","243","109.290009","240","0","18","4.999997","10","3","8","7.650000","8","0","10","3.830000","0","0","11","3.800000","7","0","16","5.150000","7","829",
"244","1","244","104.080002","8","0","16","5.199999","11","5","8","7.730000","8","0","9","3.840001","4","0","12","3.780000","0","0","16","4.460000","4","831",
"245","1","245","152.409973","245","0","18","4.480000","1","1","8","7.500000","8","0","9","4.210000","5","0","9","3.470000","2","0","13","4.850000","3","831",
"246","1","246","97.599991","217","0","17","5.340001","3","5","8","7.820000","8","0","9","4.160002","7","0","9","3.989998","4","0","14","4.689999","7","832",
"247","1","247","126.169998","188","0","15","5.319998","0","3","8","7.790000","8","0","10","4.710000","8","0","9","4.079999","0","0","14","4.919999","6","833",
"248","1","248","138.019928","203","0","14","5.059999","0","6","8","7.900001","7","0","10","4.170001","7","0","11","4.440000","3","0","14","4.630000","0","833",
"249","1","249","109.700027","4","0","18","5.310000","11","5","8","7.770000","8","0","10","4.420000","5","0","8","3.720001","4","0","14","4.920001","6","833",
"250","1","250","115.729996","250","0","14","5.320001","0","6","8","7.770000","8","0","11","4.620001","9","0","9","3.770000","0","0","13","5.090000","5","834",
"251","1","251","133.369980","93","0","13","4.859999","2","6","8","7.779999","8","0","9","4.120001","7","0","8","3.600000","5","0","14","4.920000","11","835",
"252","1","252","134.439972","5","0","14","5.520000","5","3","8","7.679998","8","0","11","4.310000","0","0","10","3.789999","2","0","12","4.850001","5","836",
"253","1","253","135.989975","253","0","14","4.850001","6","6","8","7.830001","8","0","11","3.830000","7","0","9","3.920000","6","0","15","4.850000","7","837",
"254","1","254","152.169937","1","0","14","4.520002","8","3","8","7.750000","8","0","9","4.710001","4","0","10","3.609999","0","0","13","4.690001","6","837",
"255","1","255","129.699936","18","0","14","5.749999","4","5","8","7.880000","8","0","11","4.450000","0","0","8","3.909999","0","0","13","4.940000","8","838",
"256","1","256","137.619995","256","0","13","4.520001","8","2","9","7.900002","8","0","9","4.080001","3","0","8","3.930000","7","0","13","5.179999","5","838",
"257","1","257","138.180008","1","0","15","5.299999","0","7","9","8.160001","8","0","10","4.429998","6","0","10","3.670000","4","0","15","5.470000","7","838",
"258","1","258","140.489975","228","0","15","4.750000","0","5","9","8.120001","8","0","9","4.490000","7","0","10","3.850001","5","0","14","4.780000","6","839",
"259","1","259","154.039993","8","0","18","5.410000","5","3","9","8.050005","8","0","9","4.520000","7","0","8","3.989999","0","0","16","5.229999","5","840",
"260","1","260","128.590027","238","0","15","5.439998","10","6","9","8.250003","8","0","11","4.850000","0","0","10","3.430000","0","0","14","5.239999","0","841",
"261","1","261","140.139999","261","0","14","4.150000","6","7","9","8.150000","8","0","9","3.839999","6","0","8","3.710000","4","0","16","5.019999","8","842",
"262","1","262","135.039978","1","0","15","4.369999","13","3","9","8.050001","8","0","11","4.780000","0","0","9","3.460000","0","0","15","4.719999","0","842",
"263","1","263","139.660019","48","0","16","5.660000","8","5","9","8.150000","8","0","11","4.109998","0","0","9","3.620000","7","0","17","6.110001","4","842",
"264","1","264","149.919998","264","0","16","5.360002","9","5","9","8.190000","8","0","11","4.210001","9","0","10","3.230000","7","0","14","5.020001","9","842",
"265","1","265","128.209976","5","0","17","4.629999","6","5","9","8.139999","9","0","10","4.589999","7","0","10","4.130000","0","0","13","4.970001","6","843",
"266","1","266","137.560013","29","0","16","4.750001","0","6","9","8.180002","8","0","10","4.160001","4","0","9","4.059999","3","0","14","3.939999","8","843",
"267","1","267","127.280022","4","0","14","5.320001","5","4","9","8.140002","8","0","10","4.560000","5","0","9","3.620000","0","0","16","4.320000","13","843",
"268","1","268","135.490005","1","0","17","5.510000","0","4","9","8.139999","8","0","10","3.930000","0","0","11","3.430001","7","0","13","5.130000","3","844",
"269","1","269","131.319992","218","0","15","5.400001","2","4","9","8.020002","8","0","11","4.199999","5","0","9","3.800001","6","0","18","4.769999","10","844",
"270","1","270","120.739983","251","0","13","6.020000","12","5","9","8.180006","8","0","10","3.840000","7","0","9","3.810001","6","0","19","4.970001","5","845",
"271","1","271","145.500000","1","0","16","5.200000","11","3","9","8.169999","8","0","10","4.040000","7","0","8","4.170002","1","0","16","5.199999","0","845",
"272","1","272","122.369995","7","0","16","4.909999","0","5","9","8.059999","9","0","10","4.220000","7","0","8","3.720000","3","0","16","5.340001","4","847",
"273","1","273","128.800049","6","0","15","5.320001","0","5","9","8.160001","9","0","9","4.090001","0","0","9","4.260000","5","0","16","4.750000","3","847",
"274","1","274","149.660034","3","0","15","4.909999","10","3","9","8.010001","8","0","11","4.630001","0","0","11","3.460000","3","0","14","5.430000","8","847",
"275","1","275","122.139984","24","0","14","5.630000","2","6","9","8.190001","7","0","10","4.269999","0","0","8","3.400000","2","0","15","4.519998","9","848",
"276","1","276","127.350006","236","0","15","4.599999","12","4","9","8.160001","7","0","9","4.259999","7","0","9","3.870000","8","0","14","5.300000","11","848",
"277","1","277","128.540039","2","0","14","4.830000","7","5","9","8.150000","8","0","10","4.280002","10","0","8","3.619999","7","0","15","5.440000","6","849",
"278","1","278","135.569992","6","0","18","4.460001","5","6","9","8.160006","8","0","11","4.619998","6","0","8","3.560000","4","0","15","4.510000","4","849",
"279","1","279","153.480011","1","0","17","5.570002","7","6","9","8.160002","8","0","10","3.800000","8","0","9","3.989999","8","0","18","5.360001","7","849",
"280","1","280","129.350037","209","0","16","4.570000","12","5","9","8.179997","8","0","11","4.420000","5","0","9","3.940000","7","0","13","5.350001","7","849",
"281","1","281","141.240067","96","0","15","5.260000","10","4","9","8.110001","5","0","10","3.959998","7","0","8","3.889999","2","0","13","5.310000","0","850",
"282","1","282","137.069962","282","0","17","4.230000","0","2","9","8.160002","8","0","11","4.480000","5","0","11","3.690000","5","0","15","5.339999","5","851",
"283","1","283","152.579987","275","0","17","5.429999","8","5","9","8.080004","8","0","11","4.489999","9","0","8","3.830000","0","0","14","4.539999","6","851",
"284","1","284","122.849991","278","0","17","5.229999","7","2","9","8.090005","9","0","9","4.500000","0","0","9","3.669999","7","0","15","4.849999","8","852",
"285","1","285","135.809967","1","0","15","5.289999","0","4","9","8.110002","8","0","11","4.320000","7","0","10","3.989999","1","0","16","5.610001","0","852",
"286","1","286","148.680008","285","0","17","5.590000","6","4","9","8.090003","9","0","11","4.400000","3","0","10","4.080000","5","0","13","4.730000","0","852",
"287","1","287","119.830017","159","0","14","5.240001","9","5","9","8.160002","9","0","11","4.230000","5","0","9","3.820000","0","0","15","4.660000","0","853",
"288","1","288","141.710068","1","0","17","5.349998","8","2","9","8.190003","8","0","10","4.109999","7","0","10","3.780000","3","0","15","5.480002","0","855",
"289","1","289","136.200058","289","0","17","5.199999","6","5","9","8.060003","7","0","11","4.000000","0","0","10","4.180001","9","0","14","5.119999","0","856",
"290","1","290","149.790009","286","0","19","5.339999","5","2","9","8.059999","8","0","9","4.330001","9","0","9","3.660001","4","0","15","4.959998","0","860",
"291","1","291","150.750015","291","0","16","5.849998","2","5","9","8.199998","8","0","9","3.999999","6","0","10","3.470000","8","0","16","5.140000","5","861",
"292","1","292","137.949982","292","0","13","4.920002","8","5","9","8.350001","9","0","10","4.249999","6","0","8","3.990001","0","0","13","4.430000","9","862",
"293","1","293","147.959991","14","0","17","5.380001","0","1","9","8.210003","8","0","10","5.179998","3","0","8","3.390000","0","0","14","5.450000","5","862",
"294","1","294","139.619980","294","0","17","5.890001","9","3","9","8.130001","7","0","11","4.810000","5","0","9","4.010000","3","0","15","5.859999","4","862",
"295","1","295","140.409958","295","0","18","5.790000","6","4","9","8.250001","8","0","11","4.930000","4","0","10","3.930001","5","0","15","4.789999","6","863",
"296","1","296","131.519974","282","0","14","5.440000","6","4","9","8.110003","8","0","11","4.340000","0","0","10","4.360001","4","0","15","5.500000","0","863",
"297","1","297","146.900024","51","0","16","5.149998","10","4","9","8.169997","8","0","10","4.349999","5","0","8","3.850000","7","0","15","4.689999","8","864",
"298","1","298","135.519989","103","0","16","5.470000","5","4","9","8.180000","9","0","11","4.760000","5","0","9","3.629999","6","0","12","4.800001","11","864",
"299","1","299","164.429993","141","0","18","5.600001","11","3","9","8.130000","8","0","10","4.379998","8","0","8","3.990000","5","0","15","4.889999","0","864",
"300","1","300","149.779999","2","0","13","5.190001","0","6","9","8.230004","9","0","11","4.329999","7","0","9","3.729999","3","0","15","5.579998","0","867",
"301","1","301","124.780022","1","0","13","4.290000","5","3","9","8.270003","9","0","11","3.840001","0","0","9","3.529999","7","0","15","5.090002","5","868",
"302","1","302","136.069962","302","0","15","5.610000","9","6","9","8.320002","9","0","10","4.270001","7","0","9","4.320000","6","0","15","5.169999","10","869",
"303","1","303","150.730011","303","0","18","4.770000","0","2","9","8.040001","9","0","9","4.230001","0","0","9","4.230000","2","0","16","4.860000","2","869",
"304","1","304","149.940002","60","0","16","5.340000","6","5","9","8.320001","9","0","9","4.619999","8","0","9","3.870000","2","0","16","5.430000","5","869",
"305","1","305","138.910019","203","0","14","4.799999","5","4","9","8.330003","8","0","12","4.419999","8","0","9","4.350000","0","0","18","5.529999","7","871",
"306","1","306","145.389999","4","0","18","5.440001","0","5","9","8.260000","8","0","10","5.079998","5","0","9","4.349999","0","0","14","5.150002","0","871",
"307","1","307","177.500031","266","0","17","5.450000","0","3","9","8.110003","8","0","12","4.740001","5","0","10","4.010000","0","0","14","5.520000","4","873",
"308","1","308","146.499985","289","0","17","5.289999","0","5","9","8.150001","9","0","10","3.879999","3","0","10","4.240000","6","0","15","5.180002","5","873",
"309","1","309","165.790009","281","0","15","5.669998","5","5","9","8.270000","8","0","11","4.619998","6","0","8","3.840000","3","0","18","5.190000","0","873",
"310","1","310","145.960022","35","0","15","5.590001","5","5","9","8.210002","9","0","9","4.160001","9","0","10","3.830000","6","0","13","5.160001","0","874",
"311","1","311","149.860031","311","0","17","5.550000","0","6","9","8.240003","8","0","10","4.290000","6","0","9","4.130000","8","0","17","4.630001","9","874",
"312","1","312","145.949982","312","0","19","6.080001","7","5","9","8.170003","8","0","11","3.800000","0","0","9","3.790000","5","0","15","5.770000","5","874",
"313","1","313","165.730026","311","0","17","6.030000","3","5","9","8.300000","8","0","10","4.599999","0","0","12","4.309999","5","0","14","5.000001","8","875",
"314","1","314","156.419968","88","0","15","5.500002","0","4","9","8.250005","8","0","10","4.519999","0","0","10","4.439998","0","0","14","4.870001","8","875",
"315","1","315","134.390015","93","0","15","5.120002","9","5","9","8.330003","9","0","11","4.700000","0","0","9","4.039999","6","0","15","5.800000","3","876",
"316","1","316","152.039993","266","0","17","5.479999","0","5","9","8.159997","8","0","11","4.399999","7","0","10","3.839999","5","0","17","4.710000","0","876",
"317","1","317","170.600037","6","0","15","5.419999","12","6","9","8.239998","8","0","11","4.590002","5","0","9","3.960000","5","0","16","5.570000","8","877",
"318","1","318","168.649963","318","0","15","5.339998","10","6","9","8.329999","9","0","11","4.849999","7","0","10","3.880000","0","0","14","5.659999","6","877",
"319","1","319","155.909973","1","0","18","5.579999","0","4","9","8.309999","9","0","10","4.350000","0","0","9","4.389999","4","0","15","5.020000","4","878",
"320","1","320","170.010010","269","0","14","5.219999","0","6","9","8.329997","8","0","11","4.410000","7","0","9","3.930000","3","0","14","5.320000","0","878",
"321","1","321","170.799957","321","0","15","5.350001","0","3","9","8.200001","9","0","12","4.790002","0","0","10","3.770000","5","0","16","4.600000","0","879",
"322","1","322","145.289978","230","0","20","5.949999","9","3","9","8.200004","9","0","9","4.760002","3","0","11","4.310000","8","0","16","5.220001","5","880",
"323","1","323","177.260025","2","0","17","4.920001","11","3","9","8.179999","9","0","9","4.260000","7","0","9","3.919999","8","0","16","6.350000","6","880",
"324","1","324","161.519974","86","0","16","5.530001","10","4","9","8.300000","9","0","11","4.690000","0","0","9","4.490001","8","0","18","4.929998","9","880",
"325","1","325","159.150009","220","0","15","5.680000","4","3","9","8.220000","8","0","9","4.850000","0","0","11","3.860000","0","0","16","5.099999","0","881",
"326","1","326","180.730026","324","0","21","5.479998","10","3","9","8.380000","8","0","11","4.010000","9","0","10","4.160000","0","0","16","5.730000","6","881",
"327","1","327","156.630005","2","0","17","5.840000","5","5","9","8.230000","9","0","11","4.930000","7","0","12","4.060000","5","0","13","5.379999","8","882",
"328","1","328","164.640045","328","0","18","6.180000","9","4","9","8.429997","9","0","11","4.789999","7","0","9","4.210000","5","0","13","5.050002","9","883",
"329","1","329","160.059998","329","0","18","6.220000","7","6","9","8.339998","9","0","11","4.330001","4","0","9","4.170001","7","0","17","5.690000","6","883",
"330","1","330","149.229996","2","0","17","5.880002","14","3","9","8.310002","9","0","10","4.900000","0","0","10","4.190000","7","0","13","5.330000","6","883",
"331","1","331","188.319992","95","0","16","5.300002","2","4","9","8.229999","9","0","11","4.899999","7","0","14","4.380000","8","0","16","5.409999","9","883",
"332","1","332","176.039993","203","0","16","6.299999","6","4","9","8.280001","9","0","11","4.969999","5","0","11","3.680000","7","0","16","5.180002","0","885",
"333","1","333","154.989975","3","0","14","6.079999","9","2","9","8.420004","9","0","11","4.570001","9","0","10","4.240000","7","0","15","5.750001","5","886",
"334","1","334","159.569977","81","0","18","5.180000","0","2","9","8.180002","9","0","10","4.910000","3","0","9","4.350000","5","0","14","4.880000","8","886",
"335","1","335","161.650024","1","0","19","5.400001","2","4","9","8.310000","8","0","9","4.530000","0","0","9","3.999999","5","0","15","5.089999","0","886",
"336","1","336","188.189957","328","0","17","5.860001","7","4","9","8.270000","9","0","11","4.580000","11","0","10","3.990000","5","0","13","5.280001","5","886",
"337","1","337","165.290039","3","0","17","5.390000","0","4","9","8.340000","9","0","10","4.420000","0","0","10","3.850001","5","0","15","4.989998","0","886",
"338","1","338","161.559967","338","0","18","6.199999","11","3","9","8.290004","8","0","11","4.349999","4","0","11","3.510000","7","0","16","5.950001","4","887",
"339","1","339","155.379974","3","0","14","5.860000","0","2","9","8.279996","9","0","10","4.550001","4","0","10","3.430000","7","0","14","4.640001","0","888",
"340","1","340","160.960037","339","0","17","6.370000","10","5","9","8.389998","9","0","11","4.780000","7","0","9","3.930000","5","0","15","5.409999","0","889",
"341","1","341","177.690018","339","0","18","5.160001","7","6","9","8.329999","8","0","11","4.760001","5","0","11","3.790000","0","0","15","5.269999","6","890",
"342","1","342","192.899933","1","0","15","5.570001","12","3","9","8.370002","8","0","11","4.299999","6","0","9","4.039999","0","0","15","5.159998","6","892",
"343","1","343","159.109985","288","0","17","5.570000","6","7","9","8.480006","9","0","11","5.160000","7","0","10","4.140000","0","0","17","5.480000","4","893",
"344","1","344","182.149994","344","0","18","5.729999","8","4","9","8.299999","8","0","10","3.920001","0","0","9","3.520000","2","0","13","5.450000","8","893",
"345","1","345","184.520050","89","0","15","5.990003","11","2","9","8.190000","9","0","11","4.500000","0","0","8","4.039999","3","0","19","4.900001","0","894",
"346","1","346","137.479996","344","0","18","5.420002","6","6","9","8.419999","9","0","11","4.690001","5","0","11","3.520000","0","0","15","5.230001","9","894",
"347","1","347","164.789978","347","0","20","5.960001","14","4","9","8.350001","8","0","11","4.640000","8","0","9","4.370000","0","0","17","5.819999","0","894",
"348","1","348","168.869995","1","0","17","5.850000","3","2","9","8.230000","8","0","11","4.539997","7","0","11","4.880000","9","0","12","5.009999","0","895",
"349","1","349","171.479996","33","0","17","6.610001","0","5","9","8.370001","9","0","10","5.219999","7","0","9","4.000000","7","0","18","5.360002","10","896",
"350","1","350","191.529984","16","0","17","5.689999","9","5","9","8.340000","8","0","10","4.710000","5","0","11","4.120000","0","0","16","5.599999","0","896",
"351","1","351","177.269943","351","0","16","5.800002","7","6","9","8.359995","8","0","9","4.780000","8","0","10","4.130000","2","0","15","5.650000","8","898",
"352","1","352","143.250015","2","0","18","5.749999","5","3","9","8.220004","8","0","9","4.760000","7","0","10","4.679999","7","0","20","5.760001","3","898",
"353","1","353","166.559982","1","0","19","5.379999","14","5","9","8.370000","8","0","11","4.890000","0","0","9","3.739999","0","0","14","4.899999","8","898",
"354","1","354","162.829971","354","0","15","5.780001","8","6","9","8.520001","8","0","10","4.730000","9","0","9","4.630000","4","0","15","5.500001","4","899",
"355","1","355","175.700012","164","0","19","5.680001","2","3","9","8.270002","8","0","10","4.560000","5","0","9","3.980000","5","0","16","5.209999","8","900",
"356","1","356","175.419983","326","0","16","5.270000","0","5","9","8.350003","9","0","11","4.769999","5","0","10","4.200000","7","0","15","4.449998","11","900",
"357","1","357","176.669937","293","0","17","6.420001","11","4","9","8.430000","8","0","11","4.950000","3","0","9","3.860000","4","0","13","5.220000","0","901",
"358","1","358","171.150009","134","0","19","5.560000","12","6","9","8.360003","8","0","12","4.520001","7","0","9","4.200000","6","0","16","4.999999","8","901",
"359","1","359","141.389999","359","0","16","6.140000","6","1","9","8.230000","6","0","10","4.490000","5","0","11","3.680000","6","0","15","5.359998","4","902",
"360","1","360","191.370041","107","0","18","5.300001","0","5","9","8.309999","9","0","10","4.820001","8","0","10","4.020000","4","0","18","5.270000","8","902",
"361","1","361","175.660004","284","0","17","5.369999","2","1","9","8.439996","9","0","11","4.300001","0","0","10","4.170000","0","0","15","4.960001","7","902",
"362","1","362","198.599976","362","0","15","6.060000","9","1","9","8.360001","8","0","11","4.250001","6","0","11","3.990000","0","0","16","4.860000","8","902",
"363","1","363","208.420013","359","0","16","5.470001","2","6","9","8.370002","8","0","11","4.860000","9","0","10","4.200000","0","0","13","5.270003","0","903",
"364","1","364","202.599976","129","0","17","5.339999","0","4","9","8.240005","9","0","9","4.430002","0","0","10","4.450001","5","0","12","5.099999","5","903",
"365","1","365","153.149963","356","0","17","5.280000","11","5","9","8.369999","6","0","11","4.610001","5","0","9","4.010000","4","0","15","5.219999","5","904",
"366","1","366","192.449982","1","0","17","5.119999","10","4","9","8.470002","8","0","11","4.999999","7","0","9","4.580002","5","0","17","4.669999","0","905",
"367","1","367","169.609985","238","0","16","5.810001","0","2","9","8.370001","9","0","11","4.729997","10","0","10","4.400001","2","0","16","5.410002","6","905",
"368","1","368","196.869949","7","0","17","5.590002","0","4","9","8.210000","8","0","11","4.500000","5","0","9","4.260000","0","0","16","5.930001","6","905",
"369","1","369","159.989975","27","0","17","6.230001","0","4","9","8.210003","9","0","10","4.580001","7","0","8","4.289999","4","0","14","5.120001","0","905",
"370","1","370","198.389999","34","0","16","5.400000","3","4","9","8.400002","9","0","10","4.530000","5","0","9","4.229999","5","0","15","6.069999","10","905",
"371","1","371","207.919968","70","0","19","6.960001","13","3","9","8.289998","9","0","11","5.290000","0","0","10","4.789999","3","0","15","5.220000","0","905",
"372","1","372","168.099991","3","0","22","5.640001","7","6","9","8.450003","9","0","11","4.570001","5","0","9","3.800000","8","0","14","5.630000","0","906",
"373","1","373","165.999985","221","0","16","6.020000","2","5","9","8.310000","9","0","12","4.490000","5","0","8","3.740000","0","0","14","5.130000","8","907",
"374","1","374","195.780014","329","0","15","6.310000","10","6","9","8.490003","9","0","10","4.329999","6","0","11","4.340001","7","0","17","5.750001","6","908",
"375","1","375","185.149963","76","0","16","6.000001","0","3","9","8.440001","9","0","11","4.670000","7","0","9","3.990000","8","0","14","6.030000","7","908",
"376","1","376","182.319946","1","0","18","6.309998","6","5","9","8.449999","9","0","11","4.190001","5","0","10","4.530000","6","0","15","5.230000","0","909",
"377","1","377","189.300003","144","0","17","5.729997","11","5","9","8.350000","9","0","11","5.240001","9","0","10","4.130001","10","0","14","5.780001","12","909",
"378","1","378","184.389969","338","0","16","5.440000","7","5","9","8.349999","8","0","11","4.200001","0","0","10","4.070000","0","0","16","5.280000","8","911",
"379","1","379","209.739990","378","0","16","6.319999","0","5","9","8.220002","9","0","11","4.140000","7","0","10","4.360002","6","0","15","5.759999","13","911",
"380","1","380","169.689972","380","0","21","6.540002","6","4","9","8.420000","9","0","11","5.000000","9","0","10","4.070000","9","0","16","6.030001","12","912",
"381","1","381","186.819962","373","0","18","6.360001","6","4","9","8.450001","9","0","11","5.140000","7","0","11","3.910000","7","0","15","5.109998","0","912",
"382","1","382","168.240051","132","0","16","6.249998","3","4","9","8.370001","9","0","9","4.909998","4","0","11","4.200000","0","0","14","6.050000","7","914",
"383","1","383","205.379944","21","0","20","6.090000","0","3","9","8.469999","9","0","11","4.730000","9","0","10","3.619999","4","0","14","5.010000","5","914",
"384","1","384","206.770035","382","0","16","5.840000","0","3","9","8.490001","8","0","13","5.590000","13","0","10","3.850000","0","0","15","5.130001","5","914",
"385","1","385","179.929993","4","0","19","6.220001","0","4","9","8.359998","4","0","11","4.880000","0","0","9","4.810000","6","0","15","4.840000","4","915",
"386","1","386","198.060028","385","0","17","6.100000","3","5","9","8.600002","9","0","9","4.969998","4","0","9","4.400001","5","0","12","4.719998","6","916",
"387","1","387","152.770035","378","0","18","5.910000","0","4","9","8.409999","9","0","10","4.770000","7","0","10","4.050000","8","0","17","5.120000","5","918",
"388","1","388","173.120026","388","0","15","5.410000","0","5","9","8.570002","9","0","11","4.649998","0","0","11","4.030002","4","0","16","5.520000","6","918",
"389","1","389","193.740005","389","0","17","6.170000","8","5","9","8.440001","8","0","10","4.760000","4","0","10","4.370000","7","0","14","5.010001","4","918",
"390","1","390","210.940033","299","0","18","5.400002","7","4","9","8.460002","4","0","10","4.729999","5","0","9","4.660000","0","0","13","5.150000","0","919",
"391","1","391","196.299988","374","0","18","5.850000","0","3","9","8.430001","9","0","11","4.340000","5","0","10","4.020000","4","0","16","5.300001","7","920",
"392","1","392","204.229996","1","0","17","6.770000","11","6","9","8.409998","9","0","10","4.970000","5","0","9","4.480000","0","0","14","5.059999","2","920",
"393","1","393","190.700058","215","0","18","6.420000","0","6","9","8.659999","9","0","11","4.630000","7","0","11","4.410000","0","0","15","4.469999","6","922",
"394","1","394","193.449966","14","0","21","6.160001","9","5","9","8.380000","8","0","11","5.180000","5","0","10","4.630001","6","0","15","5.270000","6","922",
"395","1","395","168.170059","395","0","15","6.110000","2","6","9","8.520003","8","0","14","4.340001","8","0","10","4.040000","4","0","13","5.199999","8","923",
"396","1","396","187.159958","1","0","16","6.260000","5","5","9","8.460002","9","0","11","4.480000","4","0","9","4.010000","4","0","15","5.299999","7","926",
"397","1","397","218.549957","117","0","17","5.290001","0","5","9","8.510002","9","0","11","5.170000","8","0","10","3.660000","0","0","17","5.669999","9","928",
"398","1","398","201.240021","315","0","18","5.729999","3","4","9","8.459999","9","0","10","3.950001","6","0","10","4.340000","0","0","14","5.389999","8","930",
"399","1","399","186.750046","399","0","17","6.130002","0","3","9","8.539999","9","0","11","4.410000","11","0","9","4.099999","0","0","14","5.860000","8","931",
"400","1","400","202.399963","27","0","18","6.400002","3","3","9","8.480001","9","0","10","4.779999","8","0","10","4.460000","0","0","17","5.829999","7","931",
"401","1","401","225.150024","148","0","18","6.350000","0","5","9","8.490005","9","0","11","4.480000","7","0","11","4.559999","6","0","17","5.630000","11","932",
"402","1","402","194.450043","151","0","21","6.189999","5","5","9","8.539998","9","0","11","4.689999","7","0","9","4.370000","6","0","14","5.430000","0","932",
"403","1","403","208.210007","16","0","20","5.810000","0","2","9","8.510003","9","0","11","5.160000","0","0","9","4.100000","6","0","15","5.290000","3","932",
"404","1","404","207.619980","206","0","15","5.710000","12","3","9","8.539999","9","0","12","4.910001","5","0","10","4.679998","6","0","16","5.110000","8","933",
"405","1","405","224.160004","363","0","17","6.210001","0","3","9","8.630000","9","0","11","4.979999","0","0","9","4.030002","8","0","17","5.500000","0","933",
